buildingID,UnitID,verticalPos,formFactor,floorArea,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,T_heating,NumberOfPeople,LPD,EPD,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,SHGC,Infiltration,COP_boiler,COP_cooling,Q_heating,heating_Ideal loads (kWh/m2),cooling_Ideal loads (kWh/m2),CoolEnUse (kWh/m2)
23_9,23_9_3_0_res,1,0.169,193.1,0.517522,0.17,0.0,0.17,0.17,65.61,0.0,71.53,54.06,20.75,0.019,9.186,4.468,0.573,1.845,0.0,0.0,1.801,1.862,0.4466,0.0004,0.91,2.8,21.164894,19.260054,38.383057,13.708235
23_9,23_9_4_0_res,2,0.502,193.1,0.517522,0.17,0.0,0.17,0.17,81.0,0.0,84.6,71.05,21.39,0.009,7.235,4.066,0.573,1.845,0.945,0.0,1.801,1.862,0.4466,0.0004,0.91,2.66,79.950538,72.754989,47.906161,18.009835
23_10,23_10_0_0_res,0,0.178,174.6,0.5132,0.17,0.17,0.17,0.0,39.34,30.33,44.0,0.0,23.0,0.055,5.406,7.567,1.426,2.573,0.0,0.593,2.269,1.86,0.7976,0.00044,0.95,2.75,43.234227,41.072516,39.94734,14.526305
23_10,23_10_1_0_res,1,0.178,174.6,0.5132,0.17,0.17,0.17,0.0,45.44,35.95,50.16,0.0,22.09,0.047,6.114,4.11,1.426,2.573,0.0,0.0,2.269,1.86,0.7976,0.00044,0.95,2.66,40.907408,38.862038,38.248424,14.379107
23_10,23_10_2_0_res,1,0.178,174.6,0.5132,0.17,0.17,0.17,0.0,53.94,43.47,58.35,0.0,20.29,0.025,10.915,4.787,1.426,2.573,0.0,0.0,2.269,1.86,0.7976,0.00044,0.95,3.22,25.578013,24.299112,42.2843,13.13177
23_10,23_10_3_0_res,1,0.178,174.6,0.5132,0.17,0.17,0.17,0.0,65.56,54.02,69.05,0.0,20.23,0.056,2.891,1.952,1.426,2.573,0.0,0.0,2.269,1.86,0.7976,0.00044,0.95,2.54,35.784938,33.995691,27.341035,10.764187
23_10,23_10_4_0_res,2,0.599,174.6,0.5132,0.17,0.17,0.17,0.17,80.99,71.18,83.19,70.74,20.41,0.046,3.063,5.003,1.426,2.573,0.413,0.0,2.269,1.86,0.7976,0.00044,0.95,2.52,80.136143,76.129335,66.168222,26.257231
23_11,23_11_0_0_res,0,0.181,160.1,0.559866,0.19,0.0,0.19,0.19,39.69,0.0,48.36,37.5,20.19,0.045,7.401,3.178,0.625,1.695,0.0,0.455,2.482,1.619,0.7993,0.00032,0.85,3.47,19.502067,16.576757,22.76058,6.559245
23_11,23_11_1_0_res,1,0.181,160.1,0.559866,0.19,0.0,0.19,0.19,46.23,0.0,54.88,42.86,21.76,0.014,10.926,3.923,0.625,1.695,0.0,0.0,2.482,1.619,0.7993,0.00032,0.85,2.68,30.115814,25.598442,34.135287,12.737048
23_11,23_11_2_0_res,1,0.181,160.1,0.559866,0.19,0.0,0.19,0.19,55.38,0.0,63.09,49.63,21.5,0.066,8.405,1.813,0.625,1.695,0.0,0.0,2.482,1.619,0.7993,0.00032,0.85,2.75,27.021009,22.967858,29.805713,10.838441
23_11,23_11_3_0_res,2,0.515,160.1,0.559866,0.19,0.0,0.19,0.19,67.07,0.0,73.5,59.48,20.12,0.051,7.648,4.853,0.625,1.695,1.165,0.0,2.482,1.619,0.7993,0.00032,0.85,3.09,57.569855,48.934376,73.289343,23.718234
23_12,23_12_1_0_res,1,0.178,85.7,0.704709,0.0,0.19,0.19,0.0,0.0,44.89,57.74,0.0,21.0,0.039,5.888,2.236,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,3.24,30.935884,26.914219,26.219027,8.092292
23_12,23_12_1_1_res,1,0.073,85.7,0.704709,0.19,0.0,0.0,0.0,44.22,0.0,0.0,0.0,22.64,0.018,9.32,4.636,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,2.77,3.515745,3.058698,17.993984,6.496023
23_12,23_12_1_2_res,1,0.178,85.7,0.704709,0.19,0.19,0.0,0.0,45.94,46.29,0.0,0.0,22.89,0.058,11.004,6.803,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,2.95,21.776783000000002,18.945802,26.028866,8.823344
23_12,23_12_1_3_res,1,0.178,171.3,0.352354,0.19,0.0,0.19,0.19,45.49,0.0,51.44,41.9,22.35,0.047,5.745,3.546,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,3.32,35.059515,30.501778,23.21937,6.993786
23_12,23_12_1_4_res,1,0.073,85.7,0.704709,0.0,0.0,0.19,0.0,0.0,0.0,55.48,0.0,20.54,0.056,5.557,4.833,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,3.06,4.813647,4.187873,24.8116,8.108366
23_12,23_12_2_0_res,1,0.178,85.7,0.704709,0.0,0.19,0.19,0.0,0.0,51.95,65.54,0.0,21.45,0.02,6.333,2.192,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,3.37,19.855293,17.274105,24.253757,7.19696
23_12,23_12_2_1_res,1,0.178,171.3,0.352354,0.19,0.0,0.19,0.19,51.98,0.0,60.4,48.99,20.19,0.008,3.22,3.425,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,3.18,32.322921,28.120941,28.485159,8.957597
23_12,23_12_2_2_res,1,0.178,85.7,0.704709,0.19,0.19,0.0,0.0,51.94,53.04,0.0,0.0,22.27,0.059,11.366,5.601,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,3.02,16.196148,14.090649,40.642615,13.45782
23_12,23_12_2_3_res,1,0.073,85.7,0.704709,0.19,0.0,0.0,0.0,50.25,0.0,0.0,0.0,22.37,0.033,9.437,5.251,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,3.34,13.528876,11.770122,34.997257,10.478221
23_12,23_12_2_4_res,1,0.073,85.7,0.704709,0.0,0.0,0.19,0.0,0.0,0.0,64.4,0.0,20.21,0.05,4.628,5.349,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,2.86,15.406287,13.40347,24.097818,8.42581
23_12,23_12_3_0_res,1,0.178,171.3,0.352354,0.19,0.0,0.19,0.19,61.19,0.0,71.55,58.54,21.14,0.064,5.991,3.758,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,3.35,20.439111,17.782026,24.088248,7.190522
23_12,23_12_3_1_res,1,0.178,85.7,0.704709,0.0,0.19,0.19,0.0,0.0,61.03,75.2,0.0,21.74,0.008,5.646,6.433,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,2.77,40.156524,34.936176,41.938281,15.140174
23_12,23_12_3_2_res,1,0.073,85.7,0.704709,0.19,0.0,0.0,0.0,58.94,0.0,0.0,0.0,22.02,0.01,5.15,2.04,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,3.24,11.579935,10.074544,32.342829,9.982355
23_12,23_12_3_3_res,1,0.178,85.7,0.704709,0.19,0.19,0.0,0.0,60.04,62.49,0.0,0.0,22.71,0.01,3.176,4.205,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,2.67,23.180636,20.167153,21.631751,8.101779
23_12,23_12_3_4_res,1,0.073,85.7,0.704709,0.0,0.0,0.19,0.0,0.0,0.0,74.99,0.0,22.97,0.01,4.864,5.543,0.463,1.491,0.0,0.0,2.323,1.352,0.6084,0.00033,0.87,2.73,18.605856,16.187094,39.979594,14.64454
23_12,23_12_4_0_res,2,0.511,85.7,0.704709,0.19,0.19,0.0,0.0,73.35,76.74,0.0,0.0,20.24,0.01,7.783,7.34,0.463,1.491,1.871,0.0,2.323,1.352,0.6084,0.00033,0.87,2.43,102.411916,89.098367,71.191716,29.297003
23_12,23_12_4_1_res,2,0.511,171.3,0.352354,0.19,0.0,0.19,0.19,75.8,0.0,84.71,73.59,22.95,0.01,10.492,3.204,0.463,1.491,1.871,0.0,2.323,1.352,0.6084,0.00033,0.87,2.59,113.89616,99.089659,79.816137,30.817041
23_12,23_12_4_2_res,2,0.511,85.7,0.704709,0.0,0.19,0.19,0.0,0.0,75.33,86.59,0.0,20.78,0.01,11.715,5.882,0.463,1.491,1.871,0.0,2.323,1.352,0.6084,0.00033,0.87,3.04,75.622546,65.791615,69.967225,23.015535
23_13,23_13_0_1_res,0,0.21,117.1,0.897432,0.23,0.0,0.23,0.23,27.64,0.0,27.9,30.97,22.07,0.063,4.974,7.422,0.465,2.593,0.0,0.523,2.52,1.937,0.6307,0.00046,0.89,3.05,27.092404,24.112239,24.319046,7.973458
23_13,23_13_1_0_res,1,0.21,117.1,0.897432,0.23,0.23,0.23,0.0,32.07,38.19,38.22,0.0,20.47,0.022,10.195,5.095,0.465,2.593,0.0,0.0,2.52,1.937,0.6307,0.00046,0.89,2.42,40.555067,36.094009,35.678137,14.743032
23_13,23_13_1_1_res,1,0.21,117.1,0.897432,0.23,0.0,0.23,0.23,34.25,0.0,33.73,37.32,21.87,0.04,9.35,3.322,0.465,2.593,0.0,0.0,2.52,1.937,0.6307,0.00046,0.89,2.73,33.534911,29.846071,32.514375,11.910027
23_13,23_13_2_0_res,1,0.21,117.1,0.897432,0.23,0.0,0.23,0.23,43.17,0.0,42.39,46.44,20.23,0.059,8.065,3.493,0.465,2.593,0.0,0.0,2.52,1.937,0.6307,0.00046,0.89,2.82,45.643441,40.622663,40.248488,14.272514
23_13,23_13_2_1_res,1,0.21,117.1,0.897432,0.23,0.23,0.23,0.0,41.08,47.27,46.21,0.0,21.55,0.05,3.619,1.916,0.465,2.593,0.0,0.0,2.52,1.937,0.6307,0.00046,0.89,2.91,35.222468,31.347996,31.404644,10.791974
23_13,23_13_3_0_res,1,0.21,117.1,0.897432,0.23,0.0,0.23,0.23,56.25,0.0,56.2,60.01,20.24,0.01,6.896,5.667,0.465,2.593,0.0,0.0,2.52,1.937,0.6307,0.00046,0.89,2.49,30.521493,27.164129,45.270998,18.181124
23_13,23_13_3_1_res,1,0.21,117.1,0.897432,0.23,0.23,0.23,0.0,55.32,60.53,58.24,0.0,20.89,0.028,8.567,7.689,0.465,2.593,0.0,0.0,2.52,1.937,0.6307,0.00046,0.89,2.85,32.673068,29.079031,51.167305,17.95344
23_13,23_13_4_0_res,2,0.543,117.1,0.897432,0.23,0.23,0.23,0.0,79.17,80.96,79.3,0.0,20.45,0.029,10.112,4.809,0.465,2.593,0.593,0.0,2.52,1.937,0.6307,0.00046,0.89,3.03,64.901465,57.762304,58.046444,19.157242
23_13,23_13_4_1_res,2,0.543,117.1,0.897432,0.23,0.0,0.23,0.23,78.45,0.0,79.54,80.89,20.11,0.029,3.045,4.649,0.465,2.593,0.593,0.0,2.52,1.937,0.6307,0.00046,0.89,3.0,98.389895,87.567006,68.574736,22.858245
23_14,23_14_0_0_res,0,0.229,174.3,0.582242,0.27,0.27,0.27,0.27,51.44,46.65,46.01,40.96,22.59,0.032,6.184,6.35,0.501,2.483,0.0,0.463,2.568,1.72,0.702,0.00036,0.9,3.31,57.881214,52.093093,43.105566,13.02283
23_14,23_14_1_0_res,2,0.563,174.3,0.582242,0.27,0.27,0.27,0.27,57.16,52.77,51.84,45.62,20.2,0.029,4.94,6.373,0.501,2.483,0.613,0.0,2.568,1.72,0.702,0.00036,0.9,2.63,63.989604,57.590644,60.835209,23.131258
23_15,23_15_1_0_res,1,0.249,97.9,0.947311,0.17,0.0,0.17,0.17,55.28,0.0,55.15,48.21,20.35,0.008,9.232,7.385,0.953,2.626,0.0,0.0,2.549,1.479,0.6193,0.0003,0.87,2.83,54.043596,47.017929,47.572293,16.809998
23_15,23_15_2_0_res,1,0.249,97.9,0.947311,0.17,0.0,0.17,0.17,64.3,0.0,64.42,55.6,20.36,0.06,4.528,4.91,0.953,2.626,0.0,0.0,2.549,1.479,0.6193,0.0003,0.87,3.33,50.313256,43.772533,27.079538,8.131993
23_15,23_15_2_1_res,1,0.249,97.9,0.947311,0.17,0.17,0.17,0.0,68.24,54.24,61.34,0.0,20.76,0.011,3.868,6.243,0.953,2.626,0.0,0.0,2.549,1.479,0.6193,0.0003,0.87,2.71,31.982688,27.824939,45.756115,16.884175
23_15,23_15_3_0_res,1,0.249,97.9,0.947311,0.17,0.0,0.17,0.17,75.98,0.0,76.54,65.9,22.96,0.011,7.18,7.778,0.953,2.626,0.0,0.0,2.549,1.479,0.6193,0.0003,0.87,2.63,33.287099,28.959776,38.15896,14.50911
23_15,23_15_3_1_res,1,0.249,97.9,0.947311,0.17,0.17,0.17,0.0,78.93,65.27,73.98,0.0,20.45,0.011,8.875,4.539,0.953,2.626,0.0,0.0,2.549,1.479,0.6193,0.0003,0.87,2.61,26.791837,23.308898,49.442669,18.943551
23_15,23_15_4_0_res,2,0.583,97.9,0.947311,0.17,0.0,0.17,0.17,89.86,0.0,90.32,82.98,21.53,0.011,11.778,5.245,0.953,2.626,0.526,0.0,2.549,1.479,0.6193,0.0003,0.87,3.1,54.505465,47.419754,65.821142,21.232626
23_15,23_15_4_1_res,2,0.583,97.9,0.947311,0.17,0.17,0.17,0.0,91.26,82.67,88.95,0.0,20.44,0.011,7.737,6.126,0.953,2.626,0.526,0.0,2.549,1.479,0.6193,0.0003,0.87,2.91,97.341983,84.687525,64.991954,22.334005
23_16,23_16_1_0_res,1,0.173,81.1,1.023696,0.0,0.0,0.22,0.22,0.0,0.0,53.49,55.51,20.53,0.065,10.267,4.881,0.483,2.667,0.0,0.0,1.704,1.589,0.4329,0.00036,0.88,2.74,17.744098,15.614806,31.754119,11.589095
23_16,23_16_1_1_res,1,0.173,81.1,1.023696,0.22,0.0,0.0,0.22,65.14,0.0,0.0,60.12,22.09,0.056,7.224,4.344,0.483,2.667,0.0,0.0,1.704,1.589,0.4329,0.00036,0.88,3.4,29.428477,25.89706,40.827566,12.008108
23_16,23_16_2_0_res,1,0.173,81.1,1.023696,0.0,0.0,0.22,0.22,0.0,0.0,63.25,65.24,20.72,0.058,7.703,2.228,0.483,2.667,0.0,0.0,1.704,1.589,0.4329,0.00036,0.88,2.56,23.623703,20.788859,41.307889,16.135894
23_16,23_16_2_1_res,1,0.173,81.1,1.023696,0.22,0.0,0.0,0.22,73.16,0.0,0.0,69.28,21.29,0.038,8.05,6.843,0.483,2.667,0.0,0.0,1.704,1.589,0.4329,0.00036,0.88,3.47,23.895208,21.027783,35.645957,10.27261
23_16,23_16_3_0_res,1,0.173,81.1,1.023696,0.0,0.0,0.22,0.22,0.0,0.0,75.63,77.11,20.98,0.01,5.867,3.953,0.483,2.667,0.0,0.0,1.704,1.589,0.4329,0.00036,0.88,3.37,19.053805,16.767348,49.813271,14.781386
23_16,23_16_3_1_res,1,0.173,81.1,1.023696,0.22,0.0,0.0,0.22,82.52,0.0,0.0,79.89,21.88,0.01,6.591,7.934,0.483,2.667,0.0,0.0,1.704,1.589,0.4329,0.00036,0.88,2.73,16.736269,14.727917,49.32417,18.067462
23_16,23_16_4_0_res,2,0.507,162.2,1.023696,0.22,0.0,0.22,0.22,92.94,0.0,89.88,91.06,20.42,0.01,2.528,7.681,0.483,2.667,0.367,0.0,1.704,1.589,0.4329,0.00036,0.88,3.2,67.937895,59.785347,49.420954,15.444048
23_17,23_17_0_0_res,0,0.097,78.7,1.041142,0.0,0.0,0.16,0.0,0.0,0.0,46.68,0.0,22.6,0.032,3.592,6.889,0.586,2.908,0.0,0.368,1.925,2.099,0.6908,0.00036,0.89,3.09,19.264761,17.145637,18.213309,5.894275
23_17,23_17_0_1_res,0,0.097,78.7,1.041142,0.16,0.0,0.0,0.0,53.28,0.0,0.0,0.0,21.86,0.045,3.065,3.606,0.586,2.908,0.0,0.368,1.925,2.099,0.6908,0.00036,0.89,3.16,18.83359,16.761896,20.876012,6.606333
23_17,23_17_1_0_res,1,0.097,157.4,1.041142,0.16,0.0,0.16,0.0,60.59,0.0,54.08,0.0,22.39,0.065,3.191,4.546,0.586,2.908,0.0,0.0,1.925,2.099,0.6908,0.00036,0.89,2.5,15.133974,13.469237,28.259579,11.303832
23_17,23_17_2_0_res,1,0.097,157.4,0.520571,0.16,0.0,0.16,0.0,69.35,0.0,63.36,0.0,22.73,0.037,8.293,6.174,0.586,2.908,0.0,0.0,1.925,2.099,0.6908,0.00036,0.89,2.74,16.396552,14.592932,29.509152,10.769763
23_17,23_17_3_0_res,1,0.097,157.4,0.520571,0.16,0.0,0.16,0.0,79.86,0.0,75.41,0.0,20.7,0.024,2.757,6.341,0.586,2.908,0.0,0.0,1.925,2.099,0.6908,0.00036,0.89,2.84,14.674891,13.060653,36.551282,12.87017
23_18,23_18_0_0_res,0,0.111,147.6,0.573719,0.11,0.0,0.11,0.0,53.24,0.0,46.26,0.0,21.49,0.036,6.055,4.913,0.597,1.55,0.0,0.67,1.91,1.587,0.7953,0.00041,0.88,3.05,16.905184,14.876562,21.32558,6.991993
23_18,23_18_1_0_res,1,0.111,147.6,0.573719,0.11,0.0,0.11,0.0,60.53,0.0,53.56,0.0,21.0,0.036,5.241,5.479,0.597,1.55,0.0,0.0,1.91,1.587,0.7953,0.00041,0.88,2.66,11.96434,10.528619,18.808671,7.070929
23_18,23_18_2_0_res,1,0.111,147.6,0.573719,0.11,0.0,0.11,0.0,69.48,0.0,62.98,0.0,20.81,0.022,9.943,7.62,0.597,1.55,0.0,0.0,1.91,1.587,0.7953,0.00041,0.88,2.95,8.685178,7.642957,33.538356,11.368934
23_18,23_18_3_0_res,1,0.111,147.6,0.573719,0.11,0.0,0.11,0.0,80.23,0.0,74.95,0.0,20.15,0.023,6.237,2.921,0.597,1.55,0.0,0.0,1.91,1.587,0.7953,0.00041,0.88,2.65,12.841426,11.300455,21.212863,8.004854
23_18,23_18_4_0_res,2,0.444,147.6,0.573719,0.11,0.0,0.11,0.0,91.91,0.0,89.33,0.0,22.13,0.032,6.316,4.553,0.597,1.55,0.41,0.0,1.91,1.587,0.7953,0.00041,0.88,2.49,53.27962,46.886066,38.475047,15.451826
23_19,23_19_0_0_res,0,0.182,75.4,1.053625,0.0,0.21,0.21,0.0,0.0,37.29,44.47,0.0,20.68,0.06,10.072,4.77,1.558,2.536,0.0,0.606,2.094,1.666,0.7227,0.00037,0.85,2.78,34.586294,29.39835,30.243128,10.878823
23_19,23_19_0_1_res,0,0.182,75.4,1.053625,0.21,0.21,0.0,0.0,53.48,41.19,0.0,0.0,20.16,0.013,5.337,7.199,1.558,2.536,0.0,0.606,2.094,1.666,0.7227,0.00037,0.85,2.96,38.971635,33.12589,35.172269,11.882523
23_19,23_19_1_0_res,1,0.182,150.7,1.053625,0.21,0.21,0.21,0.0,60.09,42.27,50.52,0.0,20.54,0.047,9.778,1.986,1.558,2.536,0.0,0.0,2.094,1.666,0.7227,0.00037,0.85,2.56,40.754326,34.641177,33.037628,12.905324
23_19,23_19_2_0_res,1,0.182,150.7,0.526812,0.21,0.21,0.21,0.0,68.08,49.39,59.0,0.0,20.17,0.049,8.158,1.983,1.558,2.536,0.0,0.0,2.094,1.666,0.7227,0.00037,0.85,2.96,39.574741,33.63853,30.208302,10.205508
23_20,23_20_2_0_res,1,0.214,140.9,0.648176,0.11,0.0,0.11,0.11,71.0,0.0,59.37,52.69,20.74,0.037,10.185,7.299,0.59,2.593,0.0,0.0,1.831,1.418,0.6291,0.00041,0.83,3.42,20.91951,17.363194,37.33035,10.915307
23_20,23_20_2_1_res,1,0.121,140.9,0.648176,0.11,0.0,0.11,0.0,67.11,0.0,61.53,0.0,20.66,0.06,7.279,7.411,0.59,2.593,0.0,0.0,1.831,1.418,0.6291,0.00041,0.83,3.15,18.246604,15.144681,36.143924,11.474262
23_20,23_20_3_0_res,1,0.214,140.9,0.648176,0.11,0.0,0.11,0.11,81.53,0.0,72.38,63.75,21.69,0.06,4.865,2.896,0.59,2.593,0.0,0.0,1.831,1.418,0.6291,0.00041,0.83,3.24,27.265299,22.630198,26.701228,8.24112
23_20,23_20_3_1_res,1,0.121,140.9,0.648176,0.11,0.0,0.11,0.0,78.37,0.0,74.37,0.0,21.27,0.06,9.659,3.347,0.59,2.593,0.0,0.0,1.831,1.418,0.6291,0.00041,0.83,3.38,13.82774,11.477024,26.7536,7.915266
23_20,23_20_4_0_res,2,0.454,140.9,0.648176,0.11,0.0,0.11,0.0,92.45,0.0,90.98,0.0,20.77,0.06,9.87,5.509,0.59,2.593,0.343,0.0,1.831,1.418,0.6291,0.00041,0.83,2.84,45.594241,37.84322,35.326628,12.438953
23_20,23_20_4_1_res,2,0.547,140.9,0.648176,0.11,0.0,0.11,0.11,93.7,0.0,90.27,84.23,22.61,0.06,5.526,4.241,0.59,2.593,0.343,0.0,1.831,1.418,0.6291,0.00041,0.83,3.29,60.386034,50.120408,42.63945,12.960319
23_21,23_21_0_0_res,0,0.15,97.1,1.370976,0.0,0.27,0.27,0.0,0.0,40.99,49.44,0.0,20.02,0.041,6.94,7.633,1.036,2.63,0.0,0.69,2.887,1.501,0.7722,0.00046,0.84,2.54,22.03711,18.511172,38.260409,15.063153
23_21,23_21_0_1_res,0,0.15,97.1,1.370976,0.27,0.27,0.0,0.0,59.1,43.27,0.0,0.0,22.4,0.014,2.997,5.702,1.036,2.63,0.0,0.69,2.887,1.501,0.7722,0.00046,0.84,2.51,63.444948,53.293757,16.316629,6.500649
23_21,23_21_1_0_res,1,0.15,97.1,1.370976,0.0,0.27,0.27,0.0,0.0,46.38,56.59,0.0,21.02,0.03,8.202,3.413,1.036,2.63,0.0,0.0,2.887,1.501,0.7722,0.00046,0.84,3.45,36.452037,30.619711,44.414723,12.873833
23_21,23_21_1_1_res,1,0.15,97.1,1.370976,0.27,0.27,0.0,0.0,65.28,48.49,0.0,0.0,20.69,0.063,6.329,4.552,1.036,2.63,0.0,0.0,2.887,1.501,0.7722,0.00046,0.84,2.83,27.6748,23.246832,33.44339,11.817452
23_21,23_21_2_0_res,1,0.15,97.1,1.370976,0.0,0.27,0.27,0.0,0.0,53.88,65.98,0.0,22.57,0.047,7.841,3.025,1.036,2.63,0.0,0.0,2.887,1.501,0.7722,0.00046,0.84,3.13,49.770432,41.807163,46.503511,14.857352
23_21,23_21_2_1_res,1,0.15,97.1,1.370976,0.27,0.27,0.0,0.0,73.09,54.84,0.0,0.0,20.04,0.03,5.969,4.532,1.036,2.63,0.0,0.0,2.887,1.501,0.7722,0.00046,0.84,2.89,27.342989,22.968111,36.840095,12.747438
23_21,23_21_3_0_res,1,0.15,194.1,1.370976,0.27,0.27,0.27,0.0,82.77,64.52,77.66,0.0,22.35,0.024,3.024,3.398,1.036,2.63,0.0,0.0,2.887,1.501,0.7722,0.00046,0.84,2.6,55.989252,47.030971,41.752976,16.058837
23_21,23_21_4_0_res,2,0.483,194.1,0.685488,0.27,0.27,0.27,0.0,93.82,84.64,92.16,0.0,22.62,0.034,5.709,3.324,1.036,2.63,0.61,0.0,2.887,1.501,0.7722,0.00046,0.84,2.46,101.573271,85.321548,68.52263,27.854728
23_22,23_22_0_0_res,0,0.161,104.5,1.110927,0.18,0.18,0.0,0.0,55.83,41.84,0.0,0.0,20.11,0.056,2.724,5.442,0.523,2.612,0.0,0.642,2.326,1.642,0.4431,0.00033,0.93,3.43,13.14238,12.222414,18.842195,5.493351
23_22,23_22_0_1_res,0,0.161,104.5,1.110927,0.0,0.18,0.18,0.0,0.0,38.87,44.58,0.0,22.08,0.043,2.864,3.263,0.523,2.612,0.0,0.642,2.326,1.642,0.4431,0.00033,0.93,2.44,35.865297,33.354726,13.688328,5.609971
23_22,23_22_0_2_res,0,0.161,209.0,0.555464,0.18,0.0,0.18,0.18,55.07,0.0,46.87,38.73,22.39,0.066,7.622,2.221,0.523,2.612,0.0,0.642,2.326,1.642,0.4431,0.00033,0.93,2.94,31.424242,29.224545,16.305796,5.546189
23_22,23_22_1_0_res,1,0.161,104.5,1.110927,0.18,0.18,0.0,0.0,63.07,48.03,0.0,0.0,22.5,0.059,10.921,5.287,0.523,2.612,0.0,0.0,2.326,1.642,0.4431,0.00033,0.93,3.43,23.285269,21.6553,30.116771,8.7804
23_22,23_22_1_1_res,1,0.161,104.5,1.110927,0.0,0.18,0.18,0.0,0.0,45.24,52.15,0.0,22.63,0.043,8.599,3.243,0.523,2.612,0.0,0.0,2.326,1.642,0.4431,0.00033,0.93,2.86,30.809767,28.653083,20.904177,7.309153
23_22,23_22_1_2_res,1,0.161,209.0,0.555464,0.18,0.0,0.18,0.18,62.13,0.0,54.23,44.62,21.63,0.024,6.124,6.796,0.523,2.612,0.0,0.0,2.326,1.642,0.4431,0.00033,0.93,3.38,20.940116,19.474308,18.789039,5.558887
23_22,23_22_2_0_res,1,0.161,209.0,0.555464,0.18,0.0,0.18,0.18,70.71,0.0,63.52,52.46,20.04,0.032,7.022,7.262,0.523,2.612,0.0,0.0,2.326,1.642,0.4431,0.00033,0.93,2.83,10.677165,9.929763,44.278891,15.646251
23_22,23_22_2_1_res,1,0.161,209.0,1.110927,0.18,0.18,0.18,0.0,71.77,54.94,62.22,0.0,21.24,0.051,11.151,3.771,0.523,2.612,0.0,0.0,2.326,1.642,0.4431,0.00033,0.93,2.92,14.829623,13.791549,27.346957,9.365396
23_22,23_22_3_0_res,1,0.161,209.0,0.555464,0.18,0.0,0.18,0.18,81.17,0.0,75.98,64.07,22.71,0.047,2.523,3.436,0.523,2.612,0.0,0.0,2.326,1.642,0.4431,0.00033,0.93,3.22,41.030147,38.158036,18.985469,5.896108
23_22,23_22_3_1_res,1,0.161,209.0,0.555464,0.18,0.18,0.18,0.0,81.94,66.76,75.15,0.0,22.57,0.06,10.325,4.858,0.523,2.612,0.0,0.0,2.326,1.642,0.4431,0.00033,0.93,3.17,25.281814,23.512087,39.061136,12.322125
23_22,23_22_4_0_res,2,0.494,209.0,0.555464,0.18,0.0,0.18,0.18,93.42,0.0,91.63,84.64,21.47,0.009,3.42,6.382,0.523,2.612,1.322,0.0,2.326,1.642,0.4431,0.00033,0.93,2.87,80.596923,74.955138,61.230572,21.334694
23_22,23_22_4_1_res,2,0.494,209.0,0.555464,0.18,0.18,0.18,0.0,93.6,86.68,91.44,0.0,20.81,0.027,10.502,4.133,0.523,2.612,1.322,0.0,2.326,1.642,0.4431,0.00033,0.93,2.98,64.402168,59.894016,53.797761,18.05294
23_23,23_23_0_0_res,0,0.161,109.6,1.102485,0.16,0.0,0.0,0.16,57.57,0.0,0.0,43.0,20.53,0.016,5.381,4.436,0.63,2.638,0.0,0.588,2.955,1.856,0.5967,0.00042,0.87,2.41,27.468485,23.897582,22.015953,9.13525
23_23,23_23_0_1_res,0,0.161,109.6,1.102485,0.0,0.0,0.16,0.16,0.0,0.0,46.1,39.93,20.49,0.035,6.177,3.143,0.63,2.638,0.0,0.588,2.955,1.856,0.5967,0.00042,0.87,2.71,26.79153,23.308631,17.302968,6.384859
23_23,23_23_0_2_res,0,0.161,109.6,1.102485,0.16,0.16,0.0,0.0,55.79,44.74,0.0,0.0,22.85,0.062,3.956,5.987,0.63,2.638,0.0,0.588,2.955,1.856,0.5967,0.00042,0.87,3.28,38.241076,33.269736,15.264515,4.653816
23_23,23_23_0_3_res,0,0.161,109.6,1.102485,0.0,0.16,0.16,0.0,0.0,42.13,48.91,0.0,20.24,0.065,5.962,5.56,0.63,2.638,0.0,0.588,2.955,1.856,0.5967,0.00042,0.87,2.61,14.192862,12.34779,26.266349,10.063735
23_23,23_23_1_0_res,1,0.161,109.6,1.102485,0.16,0.16,0.0,0.0,62.9,50.84,0.0,0.0,21.91,0.051,10.081,6.539,0.63,2.638,0.0,0.0,2.955,1.856,0.5967,0.00042,0.87,2.7,18.961681,16.496663,33.009173,12.22562
