buildingID,UnitID,verticalPos,formFactor,floorArea,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,T_heating,NumberOfPeople,LPD,EPD,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,SHGC,Infiltration,COP_boiler,COP_cooling,Q_heating,heating_Ideal loads (kWh/m2),cooling_Ideal loads (kWh/m2),CoolEnUse (kWh/m2)
0_0,0_0_0_2_res,0,0.128,140.8,0.905699,0.0,0.24,0.24,0.0,0.0,43.68,44.49,0.0,22.14,0.056,7.126,6.27,0.934,2.574,0.0,0.454,2.528,1.932,0.3062,0.00047,0.91,2.65,26.108652,23.758874,27.326055,10.311719
0_0,0_0_1_0_res,1,0.128,140.8,0.905699,0.0,0.24,0.24,0.0,0.0,50.28,50.25,0.0,20.57,0.048,4.717,3.429,0.934,2.574,0.0,0.0,2.528,1.932,0.3062,0.00047,0.91,2.9,42.403775,38.587435,23.866245,8.22974
0_0,0_0_1_1_res,1,0.128,140.8,0.452849,0.24,0.24,0.0,0.0,50.25,52.7,0.0,0.0,21.39,0.051,9.433,6.867,0.934,2.574,0.0,0.0,2.528,1.932,0.3062,0.00047,0.91,3.44,30.192582,27.47525,33.223717,9.658057
0_0,0_0_2_0_res,1,0.128,140.8,0.905699,0.0,0.24,0.24,0.0,0.0,59.14,57.61,0.0,22.11,0.025,7.323,6.059,0.934,2.574,0.0,0.0,2.528,1.932,0.3062,0.00047,0.91,2.55,24.708867,22.485069,25.59612,10.037694
0_0,0_0_2_1_res,1,0.128,140.8,0.905699,0.24,0.24,0.0,0.0,57.61,60.96,0.0,0.0,22.56,0.012,7.205,5.703,0.934,2.574,0.0,0.0,2.528,1.932,0.3062,0.00047,0.91,3.19,19.696023,17.923381,25.769477,8.078206
0_0,0_0_3_0_res,1,0.128,140.8,0.905699,0.0,0.24,0.24,0.0,0.0,70.28,67.92,0.0,21.77,0.052,5.77,4.604,0.934,2.574,0.0,0.0,2.528,1.932,0.3062,0.00047,0.91,3.36,35.301847,32.12468,32.156142,9.57028
0_0,0_0_3_1_res,1,0.128,140.8,0.905699,0.24,0.24,0.0,0.0,67.92,71.4,0.0,0.0,20.97,0.019,4.731,5.604,0.934,2.574,0.0,0.0,2.528,1.932,0.3062,0.00047,0.91,3.09,29.706606,27.033012,33.460141,10.828524
0_0,0_0_4_0_res,1,0.128,140.8,0.905699,0.0,0.24,0.24,0.0,0.0,84.04,82.2,0.0,21.76,0.022,3.503,5.809,0.934,2.574,0.0,0.0,2.528,1.932,0.3062,0.00047,0.91,2.62,18.623272,16.947178,42.205124,16.108826
0_0,0_0_4_1_res,1,0.128,140.8,0.905699,0.24,0.24,0.0,0.0,82.2,84.58,0.0,0.0,20.98,0.022,11.965,6.603,0.934,2.574,0.0,0.0,2.528,1.932,0.3062,0.00047,0.91,2.61,35.674666,32.463946,29.551518,11.322421
0_0,0_0_5_0_res,2,0.462,140.8,0.905699,0.0,0.24,0.24,0.0,0.0,100.0,100.0,0.0,20.09,0.022,8.69,7.488,0.934,2.574,0.524,0.0,2.528,1.932,0.3062,0.00047,0.91,2.85,56.417782,51.340182,48.101293,16.877647
0_1,0_1_1_0_res,1,0.07,260.9,0.439848,0.15,0.0,0.15,0.0,45.26,0.0,44.69,0.0,20.78,0.02,2.54,3.175,1.13,2.76,0.0,0.0,2.115,2.061,0.4557,0.00041,0.88,3.49,13.171343,11.590781,10.886545,3.119354
0_1,0_1_2_0_res,1,0.07,260.9,0.439848,0.15,0.0,0.15,0.0,54.16,0.0,53.71,0.0,20.12,0.037,3.627,2.711,1.13,2.76,0.0,0.0,2.115,2.061,0.4557,0.00041,0.88,2.74,32.201758,28.337547,14.535286,5.304849
0_1,0_1_3_0_res,1,0.07,260.9,0.439848,0.15,0.0,0.15,0.0,66.52,0.0,66.21,0.0,22.63,0.015,5.254,6.099,1.13,2.76,0.0,0.0,2.115,2.061,0.4557,0.00041,0.88,2.64,17.666491,15.546512,25.872742,9.800281
0_1,0_1_4_0_res,1,0.07,260.9,0.439848,0.15,0.0,0.15,0.0,82.89,0.0,82.77,0.0,22.62,0.015,11.866,1.763,1.13,2.76,0.0,0.0,2.115,2.061,0.4557,0.00041,0.88,2.97,15.693633,13.810397,23.006793,7.746395
0_1,0_1_5_0_res,1,0.07,260.9,0.439848,0.15,0.0,0.15,0.0,100.0,0.0,100.0,0.0,21.22,0.053,6.084,6.819,1.13,2.76,0.0,0.0,2.115,2.061,0.4557,0.00041,0.88,2.96,11.538942,10.154269,26.743467,9.034955
0_1,0_1_6_0_res,2,0.562,260.9,0.439848,0.15,0.15,0.15,0.15,100.0,100.0,100.0,100.0,20.13,0.053,4.079,3.413,1.13,2.76,0.5,0.0,2.115,2.061,0.4557,0.00041,0.88,2.55,75.427409,66.37612,59.007441,23.140173
0_2,0_2_0_1_res,0,0.068,59.4,0.420696,0.0,0.0,0.19,0.0,0.0,0.0,44.49,0.0,20.43,0.038,8.581,2.036,0.536,2.106,0.0,0.326,2.512,1.601,0.3049,0.00033,0.91,3.22,15.288713,13.912729,8.902976,2.764899
0_2,0_2_0_2_res,0,0.068,118.8,0.841392,0.19,0.0,0.0,0.0,44.68,0.0,0.0,0.0,21.52,0.017,5.789,3.22,0.536,2.106,0.0,0.326,2.512,1.601,0.3049,0.00033,0.91,3.18,14.222219,12.942219,16.579736,5.213754
0_2,0_2_1_0_res,1,0.068,59.4,0.420696,0.0,0.0,0.19,0.0,0.0,0.0,51.65,0.0,21.63,0.048,6.449,4.322,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,2.74,10.253362,9.33056,20.794422,7.589205
0_2,0_2_1_1_res,1,0.068,59.4,0.420696,0.0,0.0,0.19,0.0,0.0,0.0,52.05,0.0,21.14,0.015,6.684,2.239,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,2.96,12.624598,11.488384,24.702739,8.34552
0_2,0_2_1_2_res,1,0.068,118.8,0.841392,0.19,0.0,0.0,0.0,52.04,0.0,0.0,0.0,21.72,0.015,4.664,6.234,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,2.68,12.427129,11.308687,15.08312,5.62803
0_2,0_2_2_0_res,1,0.068,59.4,0.420696,0.0,0.0,0.19,0.0,0.0,0.0,60.79,0.0,21.6,0.035,10.434,6.704,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,3.12,9.772985,8.893417,23.034887,7.382977
0_2,0_2_2_1_res,1,0.068,59.4,0.420696,0.0,0.0,0.19,0.0,0.0,0.0,61.38,0.0,22.14,0.026,6.504,4.364,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,3.13,9.880086,8.990878,17.475946,5.583369
0_2,0_2_2_2_res,1,0.068,118.8,0.841392,0.19,0.0,0.0,0.0,61.29,0.0,0.0,0.0,21.74,0.043,4.504,5.141,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,3.25,6.552253,5.962551,22.752666,7.00082
0_2,0_2_3_0_res,1,0.068,118.8,0.841392,0.19,0.0,0.0,0.0,73.35,0.0,0.0,0.0,20.06,0.063,7.254,3.971,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,2.88,7.306693,6.649091,29.950164,10.399362
0_2,0_2_3_1_res,1,0.068,118.8,0.420696,0.0,0.0,0.19,0.0,0.0,0.0,73.49,0.0,20.8,0.065,11.787,6.918,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,3.25,1.962024,1.785442,45.654439,14.04752
0_2,0_2_4_0_res,1,0.068,118.8,0.841392,0.19,0.0,0.0,0.0,88.05,0.0,0.0,0.0,20.54,0.045,9.26,5.472,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,3.31,7.46022,6.7888,17.054391,5.152384
0_2,0_2_4_1_res,1,0.068,118.8,0.841392,0.0,0.0,0.19,0.0,0.0,0.0,88.3,0.0,21.64,0.025,7.068,5.864,0.536,2.106,0.0,0.0,2.512,1.601,0.3049,0.00033,0.91,2.92,13.44851,12.238144,34.957463,11.971734
0_2,0_2_5_0_res,2,0.402,118.8,0.841392,0.19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,22.81,0.025,11.236,6.056,0.536,2.106,0.526,0.0,2.512,1.601,0.3049,0.00033,0.91,3.11,27.983025,25.464552,51.226512,16.471547
0_3,0_3_0_0_res,0,0.0,74.7,0.935281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08,0.04,6.812,7.529,0.468,2.538,0.0,1.868,2.446,1.998,0.7502,0.00031,0.92,2.75,1.157682,1.065067,2.707579,0.984574
0_3,0_3_0_1_res,0,0.0,74.7,0.935281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.68,0.04,4.999,1.912,0.468,2.538,0.0,1.868,2.446,1.998,0.7502,0.00031,0.92,2.82,25.828056,23.761812,0.104244,0.036966
0_3,0_3_0_2_res,0,0.093,74.7,0.935281,0.17,0.0,0.0,0.0,44.47,0.0,0.0,0.0,21.16,0.036,8.198,6.331,0.468,2.538,0.0,1.868,2.446,1.998,0.7502,0.00031,0.92,3.09,10.901773,10.029631,8.06981,2.611589
0_3,0_3_0_3_res,0,0.093,74.7,0.935281,0.17,0.0,0.0,0.0,43.18,0.0,0.0,0.0,20.17,0.053,3.281,4.177,0.468,2.538,0.0,1.868,2.446,1.998,0.7502,0.00031,0.92,3.18,8.96435,8.247202,0.337759,0.106214
0_3,0_3_0_4_res,0,0.093,149.5,1.870563,0.0,0.0,0.17,0.0,0.0,0.0,45.71,0.0,20.15,0.032,9.818,2.832,0.468,2.538,0.0,1.868,2.446,1.998,0.7502,0.00031,0.92,3.16,9.443377,8.687907,7.297433,2.309314
0_3,0_3_1_0_res,1,0.0,74.7,0.935281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.52,0.063,9.816,7.025,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,2.97,0.591344,0.544036,24.484126,8.243813
0_3,0_3_1_1_res,1,0.0,74.7,0.935281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.79,0.032,2.642,2.816,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,2.96,7.989613,7.350444,7.183117,2.426729
0_3,0_3_1_2_res,1,0.093,74.7,0.935281,0.17,0.0,0.0,0.0,51.05,0.0,0.0,0.0,22.13,0.044,10.058,4.253,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,3.05,12.438849,11.443741,16.126222,5.287286
0_3,0_3_1_3_res,1,0.093,74.7,0.935281,0.17,0.0,0.0,0.0,50.36,0.0,0.0,0.0,20.87,0.056,9.318,5.779,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,3.2,4.938886,4.543775,26.253756,8.204299
0_3,0_3_1_4_res,1,0.093,149.5,1.870563,0.0,0.0,0.17,0.0,0.0,0.0,52.47,0.0,21.65,0.061,9.21,6.384,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,3.09,7.002679,6.442465,31.577735,10.219332
0_3,0_3_2_0_res,1,0.062,112.1,1.870563,0.0,0.0,0.17,0.0,0.0,0.0,61.65,0.0,20.84,0.018,9.634,2.669,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,2.77,6.666962,6.133605,24.738388,8.930826
0_3,0_3_2_1_res,1,0.062,112.1,1.870563,0.0,0.0,0.17,0.0,0.0,0.0,60.77,0.0,20.62,0.057,6.557,4.132,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,3.0,3.527805,3.24558,22.449332,7.483111
0_3,0_3_2_2_res,1,0.062,112.1,1.870563,0.17,0.0,0.0,0.0,59.83,0.0,0.0,0.0,20.83,0.063,6.963,3.506,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,2.73,4.485513,4.126672,20.8759,7.64685
0_3,0_3_2_3_res,1,0.062,112.1,1.870563,0.17,0.0,0.0,0.0,59.63,0.0,0.0,0.0,21.44,0.063,6.096,5.406,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,2.72,4.58937,4.22222,16.942413,6.228828
0_3,0_3_3_0_res,1,0.062,112.1,0.623521,0.0,0.0,0.17,0.0,0.0,0.0,73.08,0.0,22.46,0.049,10.445,7.037,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,2.64,5.807017,5.342455,34.836372,13.195595
0_3,0_3_3_1_res,1,0.062,112.1,0.623521,0.0,0.0,0.17,0.0,0.0,0.0,71.81,0.0,22.77,0.02,10.371,3.895,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,3.1,11.640241,10.709022,25.623842,8.265756
0_3,0_3_3_2_res,1,0.062,112.1,0.623521,0.17,0.0,0.0,0.0,71.29,0.0,0.0,0.0,20.87,0.008,9.876,5.806,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,3.1,5.762661,5.301648,39.175706,12.637324
0_3,0_3_3_3_res,1,0.062,112.1,0.623521,0.17,0.0,0.0,0.0,71.45,0.0,0.0,0.0,22.72,0.046,3.216,7.289,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,2.91,11.211951,10.314995,23.140072,7.951915
0_3,0_3_4_0_res,1,0.062,112.1,0.623521,0.0,0.0,0.17,0.0,0.0,0.0,87.69,0.0,21.5,0.018,6.475,6.489,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,2.61,8.515932,7.834658,40.272703,15.430155
0_3,0_3_4_1_res,1,0.062,112.1,0.623521,0.0,0.0,0.17,0.0,0.0,0.0,86.48,0.0,22.75,0.028,8.337,4.69,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,3.37,15.934959,14.660162,37.679461,11.180849
0_3,0_3_4_2_res,1,0.062,112.1,0.623521,0.17,0.0,0.0,0.0,86.44,0.0,0.0,0.0,22.02,0.053,3.382,5.381,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,3.34,13.650589,12.558542,18.727607,5.607068
0_3,0_3_4_3_res,1,0.062,112.1,0.623521,0.17,0.0,0.0,0.0,86.7,0.0,0.0,0.0,20.05,0.065,8.764,3.097,0.468,2.538,0.0,0.0,2.446,1.998,0.7502,0.00031,0.92,3.09,3.993127,3.673677,25.463755,8.240697
0_3,0_3_5_0_res,2,0.395,112.1,0.623521,0.0,0.0,0.17,0.0,0.0,0.0,100.0,0.0,21.22,0.023,6.855,3.049,0.468,2.538,1.008,0.0,2.446,1.998,0.7502,0.00031,0.92,2.42,51.662138,47.529167,62.657107,25.891367
0_4,0_4_0_0_res,0,0.059,185.3,1.061835,0.22,0.0,0.0,0.0,47.63,0.0,0.0,0.0,22.75,0.04,4.562,4.46,1.572,2.912,0.0,0.682,2.106,2.006,0.5066,0.00048,0.92,2.98,29.856657,27.468124,18.688211,6.271212
0_4,0_4_0_1_res,0,0.059,185.3,1.061835,0.0,0.0,0.22,0.0,0.0,0.0,47.26,0.0,21.69,0.022,8.989,6.159,1.572,2.912,0.0,0.682,2.106,2.006,0.5066,0.00048,0.92,3.38,14.155095,13.022688,18.103129,5.355955
0_4,0_4_1_0_res,1,0.059,185.3,1.061835,0.22,0.0,0.0,0.0,54.63,0.0,0.0,0.0,20.66,0.026,8.149,3.396,1.572,2.912,0.0,0.0,2.106,2.006,0.5066,0.00048,0.92,2.99,11.761748,10.820808,17.161766,5.739721
0_4,0_4_1_1_res,1,0.059,185.3,1.061835,0.0,0.0,0.22,0.0,0.0,0.0,54.26,0.0,22.57,0.038,6.695,2.945,1.572,2.912,0.0,0.0,2.106,2.006,0.5066,0.00048,0.92,3.28,23.08352,21.236838,29.675704,9.047471
0_4,0_4_2_0_res,1,0.059,185.3,1.061835,0.22,0.0,0.0,0.0,63.59,0.0,0.0,0.0,21.13,0.04,4.265,2.581,1.572,2.912,0.0,0.0,2.106,2.006,0.5066,0.00048,0.92,3.43,16.806477,15.461959,14.16302,4.12916
0_4,0_4_2_1_res,1,0.059,185.3,1.061835,0.0,0.0,0.22,0.0,0.0,0.0,63.26,0.0,22.47,0.065,3.428,3.088,1.572,2.912,0.0,0.0,2.106,2.006,0.5066,0.00048,0.92,3.11,18.903445,17.391169,16.062771,5.164878
0_4,0_4_3_0_res,1,0.059,185.3,1.061835,0.0,0.0,0.22,0.0,0.0,0.0,74.65,0.0,22.23,0.048,4.772,5.571,1.572,2.912,0.0,0.0,2.106,2.006,0.5066,0.00048,0.92,2.71,14.56967,13.404096,23.432732,8.646765
0_4,0_4_3_1_res,1,0.059,185.3,1.061835,0.22,0.0,0.0,0.0,74.99,0.0,0.0,0.0,22.38,0.03,5.88,6.979,1.572,2.912,0.0,0.0,2.106,2.006,0.5066,0.00048,0.92,3.12,19.539212,17.976075,24.873448,7.972259
0_4,0_4_4_0_res,1,0.059,185.3,1.061835,0.0,0.0,0.22,0.0,0.0,0.0,89.05,0.0,20.36,0.048,7.295,6.852,1.572,2.912,0.0,0.0,2.106,2.006,0.5066,0.00048,0.92,3.3,6.961793,6.40485,33.987039,10.299103
0_4,0_4_4_1_res,1,0.059,185.3,1.061835,0.22,0.0,0.0,0.0,89.14,0.0,0.0,0.0,20.05,0.021,11.869,3.544,1.572,2.912,0.0,0.0,2.106,2.006,0.5066,0.00048,0.92,2.47,10.847745,9.979925,19.989476,8.092905
0_4,0_4_5_0_res,2,0.392,185.3,1.061835,0.22,0.0,0.0,0.0,100.0,0.0,0.0,0.0,21.06,0.066,3.922,6.499,1.572,2.912,0.762,0.0,2.106,2.006,0.5066,0.00048,0.92,3.26,50.682299,46.627715,51.73321,15.869083
0_4,0_4_5_1_res,2,0.392,185.3,1.061835,0.0,0.0,0.22,0.0,0.0,0.0,100.0,0.0,21.23,0.025,7.193,2.675,1.572,2.912,0.762,0.0,2.106,2.006,0.5066,0.00048,0.92,3.11,61.533732,56.611034,38.896934,12.507053
0_5,0_5_0_0_res,0,0.076,136.3,1.04348,0.13,0.0,0.0,0.0,47.05,0.0,0.0,0.0,21.36,0.025,5.164,5.562,1.554,2.894,0.0,1.954,2.404,1.751,0.3896,0.00033,0.89,2.71,21.559337,19.18781,3.630349,1.339612
0_5,0_5_0_1_res,0,0.076,136.3,1.04348,0.0,0.0,0.13,0.0,0.0,0.0,46.1,0.0,22.82,0.018,6.662,4.763,1.554,2.894,0.0,1.954,2.404,1.751,0.3896,0.00033,0.89,2.91,36.995318,32.925833,10.265356,3.527614
0_5,0_5_1_0_res,1,0.076,136.3,1.04348,0.13,0.0,0.0,0.0,54.87,0.0,0.0,0.0,21.56,0.044,9.276,4.389,1.554,2.894,0.0,0.0,2.404,1.751,0.3896,0.00033,0.89,2.54,13.744029,12.232186,27.404297,10.789093
0_5,0_5_1_1_res,1,0.076,136.3,1.04348,0.0,0.0,0.13,0.0,0.0,0.0,54.09,0.0,22.88,0.044,9.477,7.449,1.554,2.894,0.0,0.0,2.404,1.751,0.3896,0.00033,0.89,3.36,14.822716,13.192218,31.67076,9.425821
0_5,0_5_2_0_res,1,0.076,136.3,1.04348,0.13,0.0,0.0,0.0,64.18,0.0,0.0,0.0,20.9,0.056,4.307,3.385,1.554,2.894,0.0,0.0,2.404,1.751,0.3896,0.00033,0.89,2.69,11.737957,10.446782,11.021566,4.097236
0_5,0_5_2_1_res,1,0.076,136.3,1.04348,0.0,0.0,0.13,0.0,0.0,0.0,63.58,0.0,21.52,0.013,11.077,3.369,1.554,2.894,0.0,0.0,2.404,1.751,0.3896,0.00033,0.89,3.31,14.502264,12.907015,23.596739,7.128924
0_5,0_5_3_0_res,1,0.076,136.3,1.04348,0.0,0.0,0.13,0.0,0.0,0.0,75.51,0.0,21.48,0.052,3.504,7.672,1.554,2.894,0.0,0.0,2.404,1.751,0.3896,0.00033,0.89,3.13,9.091618,8.09154,33.722447,10.773945
0_5,0_5_3_1_res,1,0.076,136.3,1.04348,0.13,0.0,0.0,0.0,75.95,0.0,0.0,0.0,22.52,0.038,2.928,4.629,1.554,2.894,0.0,0.0,2.404,1.751,0.3896,0.00033,0.89,3.06,25.170522,22.401765,16.374151,5.35103
0_5,0_5_4_0_res,1,0.076,136.3,1.04348,0.0,0.0,0.13,0.0,0.0,0.0,89.32,0.0,21.54,0.033,11.715,4.694,1.554,2.894,0.0,0.0,2.404,1.751,0.3896,0.00033,0.89,2.48,10.988873,9.780097,29.338881,11.830194
0_5,0_5_4_1_res,1,0.076,136.3,1.04348,0.13,0.0,0.0,0.0,89.73,0.0,0.0,0.0,20.4,0.059,5.972,6.356,1.554,2.894,0.0,0.0,2.404,1.751,0.3896,0.00033,0.89,3.01,6.076846,5.408393,29.191266,9.698095
0_5,0_5_5_0_res,2,0.409,136.3,1.04348,0.13,0.0,0.0,0.0,100.0,0.0,0.0,0.0,22.6,0.021,4.873,2.195,1.554,2.894,0.314,0.0,2.404,1.751,0.3896,0.00033,0.89,2.88,63.862517,56.83764,19.970963,6.934362
0_5,0_5_5_1_res,2,0.409,136.3,1.04348,0.0,0.0,0.13,0.0,0.0,0.0,100.0,0.0,22.49,0.037,7.111,3.546,1.554,2.894,0.314,0.0,2.404,1.751,0.3896,0.00033,0.89,2.84,47.032467,41.858896,42.924491,15.114258
0_6,0_6_0_0_res,0,0.07,143.1,0.91771,0.12,0.0,0.0,0.0,50.49,0.0,0.0,0.0,22.07,0.035,10.413,4.362,0.459,1.689,0.0,0.359,1.808,1.428,0.8384,0.00031,0.94,3.46,8.559097,8.045551,17.836743,5.155128
0_6,0_6_0_1_res,0,0.07,143.1,0.91771,0.0,0.0,0.12,0.0,0.0,0.0,52.41,0.0,20.33,0.065,4.403,2.875,0.459,1.689,0.0,0.359,1.808,1.428,0.8384,0.00031,0.94,2.42,5.007835,4.707365,20.931066,8.649201
0_6,0_6_1_0_res,1,0.07,143.1,0.91771,0.12,0.0,0.0,0.0,57.35,0.0,0.0,0.0,21.47,0.027,9.735,5.579,0.459,1.689,0.0,0.0,1.808,1.428,0.8384,0.00031,0.94,2.69,5.170259,4.860044,24.131399,8.97078
0_6,0_6_1_1_res,1,0.07,143.1,0.91771,0.0,0.0,0.12,0.0,0.0,0.0,59.0,0.0,21.72,0.017,11.524,4.688,0.459,1.689,0.0,0.0,1.808,1.428,0.8384,0.00031,0.94,2.55,7.695806,7.234058,24.995233,9.802052
0_6,0_6_2_0_res,1,0.07,143.1,0.91771,0.12,0.0,0.0,0.0,66.19,0.0,0.0,0.0,22.35,0.048,8.855,7.23,0.459,1.689,0.0,0.0,1.808,1.428,0.8384,0.00031,0.94,3.34,5.161517,4.851826,41.785575,12.510651
0_6,0_6_2_1_res,1,0.07,143.1,0.91771,0.0,0.0,0.12,0.0,0.0,0.0,67.54,0.0,20.3,0.018,9.202,7.573,0.459,1.689,0.0,0.0,1.808,1.428,0.8384,0.00031,0.94,2.74,3.163736,2.973912,37.051784,13.522549
0_6,0_6_3_0_res,1,0.07,143.1,0.91771,0.0,0.0,0.12,0.0,0.0,0.0,77.57,0.0,21.81,0.036,3.19,4.866,0.459,1.689,0.0,0.0,1.808,1.428,0.8384,0.00031,0.94,2.48,8.588916,8.073581,26.478056,10.676636
0_6,0_6_3_1_res,1,0.07,143.1,0.91771,0.12,0.0,0.0,0.0,76.65,0.0,0.0,0.0,22.22,0.026,7.768,5.002,0.459,1.689,0.0,0.0,1.808,1.428,0.8384,0.00031,0.94,3.29,9.160823,8.611174,18.232644,5.541837
0_6,0_6_4_0_res,1,0.07,143.1,0.91771,0.0,0.0,0.12,0.0,0.0,0.0,89.52,0.0,20.91,0.035,5.106,5.97,0.459,1.689,0.0,0.0,1.808,1.428,0.8384,0.00031,0.94,3.3,6.178715,5.807992,25.85592,7.835127
0_6,0_6_4_1_res,1,0.07,143.1,0.91771,0.12,0.0,0.0,0.0,89.21,0.0,0.0,0.0,21.2,0.017,4.461,3.718,0.459,1.689,0.0,0.0,1.808,1.428,0.8384,0.00031,0.94,2.99,13.249711,12.454728,14.663756,4.904266
0_6,0_6_5_0_res,2,0.404,143.1,0.91771,0.12,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.62,0.019,10.643,3.655,0.459,1.689,1.159,0.0,1.808,1.428,0.8384,0.00031,0.94,3.05,47.408125,44.563637,51.534649,16.896606
0_6,0_6_5_1_res,2,0.404,143.1,0.91771,0.0,0.0,0.12,0.0,0.0,0.0,100.0,0.0,21.75,0.044,9.941,5.172,0.459,1.689,1.159,0.0,1.808,1.428,0.8384,0.00031,0.94,3.15,45.430077,42.704272,65.850132,20.904804
0_7,0_7_0_0_res,0,0.172,104.1,0.65366,0.14,0.0,0.0,0.14,53.7,0.0,0.0,54.63,20.77,0.061,5.538,7.311,0.413,1.963,0.0,0.363,2.15,1.619,0.843,0.00042,0.87,2.93,11.409884,9.926599,31.934758,10.899235
0_7,0_7_0_1_res,0,0.172,104.1,0.65366,0.0,0.0,0.14,0.14,0.0,0.0,54.44,50.48,22.16,0.061,6.172,3.563,0.413,1.963,0.0,0.363,2.15,1.619,0.843,0.00042,0.87,3.06,23.825925,20.728555,25.401212,8.30105
0_7,0_7_1_0_res,1,0.172,104.1,0.65366,0.14,0.0,0.0,0.14,60.25,0.0,0.0,61.35,21.68,0.017,6.609,2.663,0.413,1.963,0.0,0.0,2.15,1.619,0.843,0.00042,0.87,3.46,29.147591,25.358404,38.946965,11.256348
0_7,0_7_1_1_res,1,0.172,104.1,0.65366,0.0,0.0,0.14,0.14,0.0,0.0,60.93,57.83,21.06,0.034,5.881,3.697,0.413,1.963,0.0,0.0,2.15,1.619,0.843,0.00042,0.87,3.12,17.564465,15.281085,35.408128,11.348759
0_7,0_7_2_0_res,1,0.172,104.1,0.65366,0.14,0.0,0.0,0.14,68.35,0.0,0.0,69.71,20.22,0.047,9.883,4.065,0.413,1.963,0.0,0.0,2.15,1.619,0.843,0.00042,0.87,2.67,10.253155,8.920245,42.292783,15.839994
0_7,0_7_2_1_res,1,0.172,104.1,0.65366,0.0,0.0,0.14,0.14,0.0,0.0,68.9,66.76,22.66,0.017,11.568,5.691,0.413,1.963,0.0,0.0,2.15,1.619,0.843,0.00042,0.87,3.21,23.30585,20.27609,56.647368,17.647155
0_7,0_7_3_0_res,1,0.172,104.1,0.65366,0.0,0.0,0.14,0.14,0.0,0.0,78.69,77.27,21.73,0.04,4.927,2.135,0.413,1.963,0.0,0.0,2.15,1.619,0.843,0.00042,0.87,3.21,22.178737,19.295501,34.513173,10.751767
0_7,0_7_3_1_res,1,0.172,104.1,0.65366,0.14,0.0,0.0,0.14,78.15,0.0,0.0,79.41,22.92,0.061,7.752,2.096,0.413,1.963,0.0,0.0,2.15,1.619,0.843,0.00042,0.87,2.89,28.012138,24.37056,32.337461,11.189433
0_7,0_7_4_0_res,1,0.172,104.1,0.65366,0.0,0.0,0.14,0.14,0.0,0.0,89.89,89.23,22.88,0.018,9.84,5.498,0.413,1.963,0.0,0.0,2.15,1.619,0.843,0.00042,0.87,3.3,27.096008,23.573527,63.283784,19.176904
0_7,0_7_4_1_res,1,0.172,104.1,0.65366,0.14,0.0,0.0,0.14,89.61,0.0,0.0,90.38,22.59,0.013,4.217,2.092,0.413,1.963,0.0,0.0,2.15,1.619,0.843,0.00042,0.87,2.46,39.780809,34.609304,32.237935,13.104852
0_7,0_7_5_0_res,2,0.506,104.1,0.65366,0.14,0.0,0.0,0.14,100.0,0.0,0.0,100.0,20.91,0.046,7.377,7.996,0.413,1.963,0.343,0.0,2.15,1.619,0.843,0.00042,0.87,2.48,35.477286,30.865239,68.715027,27.707672
