Unit_ID,building_id,function,area,verticalPos,formFactor,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,EPD,LPD,NumberOfPeople,Tcooling,T_heating,Infiltration,COP_boiler,SHGC,COP_cooling,heating_Ideal loads (kWh/m2),cooling_Ideal loads (kWh/m2),Q_heating,CoolEnUse (kWh/m2)
0_0_0_0_res,0_0,residential,111.61,0,0.229,1.03821,0.2,0,0.2,0.2,78.71,0,82.88,69.69,0.437,1.717,0,0.397,1.83,1.28,6.900883315,8.391966163,0.035788996,27.01735616,21.86368013,0.000410078,0.919384091,0.359979819,2.528755819,63.46160764,11.10001632,69.02621905,4.389516867
0_0_0_1_res,0_0,residential,111.61,0,0.229,1.03821,0.2,0.2,0.2,0,82.88,69.67,78.71,0,0.437,1.717,0,0.397,1.83,1.28,4.604656099,11.68026606,0.02618709,26.46201503,20.99448646,0.000410078,0.919384091,0.359979819,2.475954706,64.1928669,10.5732268,69.82159854,4.270363579
0_0_1_0_res,0_0,residential,111.61,1,0.229,1.03821,0.2,0,0.2,0.2,83.99,0,87.38,75.15,0.437,1.717,0,0,1.83,1.28,4.777308112,6.801826214,0.065510202,26.39366657,22.41699037,0.000410078,0.919384091,0.359979819,2.69877199,76.08043135,15.66449609,82.7515204,5.804305123
0_0_1_1_res,0_0,residential,111.61,1,0.229,1.03821,0.2,0.2,0.2,0,87.38,75.17,83.99,0,0.437,1.717,0,0,1.83,1.28,1.889587627,6.865172324,0.015803472,26.24699748,20.4849475,0.000410078,0.919384091,0.359979819,3.054599172,79.90978135,12.69604423,86.91664577,4.156369957
0_0_2_0_res,0_0,residential,111.61,2,0.562,1.03821,0.2,0,0.2,0.2,90.71,0,92.65,83.86,0.437,1.717,0.887,0,1.83,1.28,2.688040788,8.490570625,0.047683832,25.76126262,20.38264321,0.000410078,0.919384091,0.359979819,3.247987108,147.1089168,28.91551688,160.0081166,8.902595951
0_0_2_1_res,0_0,residential,111.61,2,0.562,1.03821,0.2,0.2,0.2,0,92.65,83.89,90.68,0,0.437,1.717,0.887,0,1.83,1.28,2.12564872,2.758558949,0.014062169,27.1376517,20.48092972,0.000410078,0.919384091,0.359979819,3.079445654,178.4809652,23.54272788,194.1310133,7.645118804
0_1_0_0_res,0_1,residential,113.9,0,0.147,0.677907,0,0.23,0.23,0,0,80.94,92.35,0,0.322,2.122,0,0.342,1.797,1.315,3.444250967,4.962155704,0.026136078,26.74288167,22.19303064,0.000487038,0.87906926,0.674449201,2.741395031,62.95146649,15.69295821,71.61149796,5.724442495
0_1_0_1_res,0_1,residential,113.9,0,0.147,0.677907,0,0,0.23,0.23,0,0,94.35,92.86,0.322,2.122,0,0.342,1.797,1.315,6.393599777,10.32114498,0.01614216,26.43062416,20.14533139,0.000487038,0.87906926,0.674449201,2.613041041,38.58901,17.14366764,43.89757641,6.560810708
0_1_1_0_res,0_1,residential,113.9,1,0.147,0.677907,0,0.23,0.23,0,0,85.67,95.01,0,0.322,2.122,0,0,1.797,1.315,6.537272868,9.269148844,0.015399919,27.36650899,20.60076382,0.000487038,0.87906926,0.674449201,2.823060985,38.31263782,21.46718332,43.5831846,7.604222307
0_1_1_1_res,0_1,residential,113.9,1,0.147,0.677907,0,0,0.23,0.23,0,0,96.54,95.7,0.322,2.122,0,0,1.797,1.315,6.063479339,9.81562169,0.0253715,27.23038976,21.15837034,0.000487038,0.87906926,0.674449201,3.207612495,42.24531904,16.40024293,48.05687217,5.112912785
0_1_2_0_res,0_1,residential,113.9,2,0.48,0.677907,0,0.23,0.23,0,0,94.46,98.34,0,0.322,2.122,0.472,0,1.797,1.315,7.702426336,4.297600105,0.010393296,25.71557136,21.93123237,0.000487038,0.87906926,0.674449201,2.401331954,129.5230292,38.65490979,147.3410972,16.09727873
0_1_2_1_res,0_1,residential,113.9,2,0.48,0.677907,0,0,0.23,0.23,0,0,98.84,98.56,0.322,2.122,0.472,0,1.797,1.315,6.301014762,10.64794986,0.026114767,27.12178935,20.82950745,0.000487038,0.87906926,0.674449201,2.483446076,104.1253233,26.97514693,118.4495102,10.86198214
0_11_0_0_res,0_11,residential,212.88,0,0.092,1.452563,0,0.53,0.53,0.53,0,56.11,70.1,53.87,0.344,1.704,0,0.384,2.193,1.394,3.482012654,11.46820564,0.026313872,25.54646734,20.43229165,0.000389112,0.94592984,0.501543917,2.461729606,45.5354409,16.65693253,48.1382857,6.766353419
0_11_0_1_res,0_11,residential,106.43,0,0.092,0.726282,0.53,0.53,0,0,70.81,56.69,0,0,0.344,1.704,0,0.384,2.193,1.394,2.069983206,5.969044044,0.056053244,27.61211681,21.73227195,0.000389112,0.94592984,0.501543917,2.746611754,64.96314619,8.582516409,68.67649527,3.124765048
0_11_0_2_res,0_11,residential,106.44,0,0.092,0.726282,0.53,0,0,0.53,71.31,0,0,57.09,0.344,1.704,0,0.384,2.193,1.394,7.579940444,9.906731606,0.007538434,26.46966387,22.81561818,0.000389112,0.94592984,0.501543917,2.736670217,78.62372796,14.29820126,83.1179276,5.224670905
0_11_1_0_res,0_11,residential,212.88,1,0.092,1.452563,0,0.53,0.53,0.53,0,64.27,78.12,62.86,0.344,1.704,0,0,2.193,1.394,3.368640134,10.94206805,0.020525235,27.11209247,22.82699651,0.000389112,0.94592984,0.501543917,2.783616708,86.73682261,12.08874918,91.69477369,4.34282103
0_11_1_1_res,0_11,residential,106.43,1,0.092,0.726282,0.53,0.53,0,0,78.12,64.06,0,0,0.344,1.704,0,0,2.193,1.394,2.103559243,2.50062839,0.054041434,27.43259327,22.93100458,0.000389112,0.94592984,0.501543917,3.098121867,92.66645066,12.65934071,97.96334436,4.086133875
0_11_1_2_res,0_11,residential,106.44,1,0.092,0.726282,0.53,0,0,0.53,78.86,0,0,65.27,0.344,1.704,0,0,2.193,1.394,1.82105406,7.54137305,0.052436286,26.59363083,21.0153325,0.000389112,0.94592984,0.501543917,2.491947767,54.17925339,13.33153599,57.27618593,5.349845676
0_11_2_0_res,0_11,residential,212.88,2,0.426,1.452563,0,0.53,0.53,0.53,0,76.34,87.52,76.09,0.344,1.704,0.174,0,2.193,1.394,3.856399998,9.424694753,0.056378952,27.10418537,21.04542099,0.000389112,0.94592984,0.501543917,3.229239294,84.24204376,21.74198837,89.05739114,6.732851421
0_11_2_1_res,0_11,residential,106.43,2,0.426,0.726282,0.53,0.53,0,0,87.38,75.78,0,0,0.344,1.704,0.174,0,2.193,1.394,5.665397677,5.190932519,0.05083597,26.29902253,20.84017594,0.000389112,0.94592984,0.501543917,3.206505304,92.38581468,28.25515933,97.66666698,8.811823668
0_11_2_2_res,0_11,residential,106.44,2,0.426,0.726282,0.53,0,0,0.53,87.74,0,0,77.46,0.344,1.704,0.174,0,2.193,1.394,2.607606703,2.690447088,0.02408276,25.94740389,21.71117939,0.000389112,0.94592984,0.501543917,3.077292847,130.4756166,19.33669261,137.9337146,6.283669958
0_12_0_0_res,0_12,residential,103.42,0,0.156,0.705749,0,0.22,0.22,0,0,53.5,65.9,0,1.27,3.3,0,0.51,2.326,2.114,5.547303883,2.704028862,0.062765044,27.45303158,20.92382482,0.000326997,0.834405033,0.581505204,2.872793748,67.57043931,8.648076687,80.98038317,3.010336782
0_12_0_1_res,0_12,residential,103.41,0,0.156,0.705749,0.22,0.22,0,0,72.39,56.96,0,0,1.27,3.3,0,0.51,2.326,2.114,3.506368047,7.854326122,0.010256817,27.19018413,21.24564307,0.000326997,0.834405033,0.581505204,2.596104305,91.52899444,7.471366526,109.6937228,2.877914617
0_12_0_2_res,0_12,residential,103.42,0,0.156,0.705749,0.22,0,0,0.22,74.63,0,0,60.78,1.27,3.3,0,0.51,2.326,2.114,7.016281683,3.010898984,0.024637099,27.67825567,21.93162161,0.000326997,0.834405033,0.581505204,3.271609696,91.55086023,6.945055669,109.7199281,2.12282525
0_12_0_3_res,0_12,residential,103.41,0,0.156,0.705749,0,0,0.22,0.22,0,0,73.17,72.85,1.27,3.3,0,0.51,2.326,2.114,2.889139809,2.525287603,0.050651387,26.21949788,20.66172442,0.000326997,0.834405033,0.581505204,2.990341336,73.41999054,12.94537837,87.99082893,4.32906378
0_12_1_0_res,0_12,residential,103.42,1,0.156,0.705749,0.22,0,0,0.22,78.94,0,0,65.43,1.27,3.3,0,0,2.326,2.114,3.83109057,5.057444964,0.016774196,26.95715064,20.65354111,0.000326997,0.834405033,0.581505204,2.82375217,90.32807177,13.03248196,108.2544666,4.615306576
0_12_1_1_res,0_12,residential,103.42,1,0.156,0.705749,0,0.22,0.22,0,0,58.55,71.25,0,1.27,3.3,0,0,2.326,2.114,7.630904826,2.823637497,0.053695384,25.77127135,20.98776155,0.000326997,0.834405033,0.581505204,2.814500938,69.53097634,21.57925799,83.33000589,7.667170295
0_12_1_2_res,0_12,residential,103.41,1,0.156,0.705749,0.22,0.22,0,0,76.7,61.39,0,0,1.27,3.3,0,0,2.326,2.114,5.890846265,3.525732434,0.039507958,25.8954401,20.29375656,0.000326997,0.834405033,0.581505204,3.183378999,75.74942269,17.61098704,90.78255723,5.532167878
0_12_1_3_res,0_12,residential,103.41,1,0.156,0.705749,0,0,0.22,0.22,0,0,77.96,76.95,1.27,3.3,0,0,2.326,2.114,7.465200671,11.16486247,0.008916861,27.53698225,20.60368181,0.000326997,0.834405033,0.581505204,3.001146752,64.74387233,15.7130833,77.59285928,5.235693085
0_12_2_0_res,0_12,residential,103.41,2,0.489,0.705749,0.22,0.22,0,0,82.42,67.73,0,0,1.27,3.3,3.19,0,2.326,2.114,7.105440255,5.538566022,0.037776805,25.93648763,21.22525203,0.000326997,0.834405033,0.581505204,3.293143273,230.93341,50.00096734,276.7641623,15.1833562
0_12_2_1_res,0_12,residential,103.41,2,0.489,0.705749,0,0,0.22,0.22,0,0,83.64,82.34,1.27,3.3,3.19,0,2.326,2.114,4.641193206,2.565554731,0.050759398,25.64999843,21.73825955,0.000326997,0.834405033,0.581505204,3.130531119,238.3147371,60.9922298,285.6103782,19.48302939
0_12_2_2_res,0_12,residential,103.42,2,0.489,0.705749,0,0.22,0.22,0,0,65.92,78.23,0,1.27,3.3,3.19,0,2.326,2.114,4.443516167,11.98350591,0.026127697,27.58068444,22.75763185,0.000326997,0.834405033,0.581505204,2.481700224,253.0693759,40.24941915,303.2932039,16.21848552
0_12_2_3_res,0_12,residential,103.42,2,0.489,0.705749,0.22,0,0,0.22,84.25,0,0,71.75,1.27,3.3,3.19,0,2.326,2.114,2.045986417,7.014406846,0.022404835,26.70903726,20.79781069,0.000326997,0.834405033,0.581505204,2.688454541,242.8006128,45.35968354,290.9865151,16.8720292
0_13_0_0_res,0_13,residential,114.83,0,0.225,0.555855,0.15,0.15,0.15,0,65.05,54.04,58.48,0,0.436,2.936,0,1.966,2.412,1.37,6.211891698,2.762239151,0.007760065,27.92973732,22.81725199,0.000401165,0.847075721,0.681297861,3.257220019,108.8227138,1.827510797,128.4686966,0.561064585
0_13_0_1_res,0_13,residential,114.83,0,0.225,0.555855,0.15,0,0.15,0.15,63.26,0,57.46,52.14,0.436,2.936,0,1.966,2.412,1.37,6.124041151,3.243209257,0.059208448,27.9283076,21.36645871,0.000401165,0.847075721,0.681297861,3.205538191,69.73993844,1.876865289,82.33022938,0.585507075
0_13_1_0_res,0_13,residential,114.83,1,0.225,0.555855,0.15,0.15,0.15,0,72.56,61.24,67.06,0,0.436,2.936,0,0,2.412,1.37,2.976713041,7.071455084,0.062065713,27.33066744,20.59155904,0.000401165,0.847075721,0.681297861,3.26079575,53.4451762,10.95731597,63.09374103,3.360319632
0_13_1_1_res,0_13,residential,114.83,1,0.225,0.555855,0.15,0,0.15,0.15,71.07,0,66.39,60.12,0.436,2.936,0,0,2.412,1.37,6.443164124,7.654121905,0.05242026,27.56020306,20.01978688,0.000401165,0.847075721,0.681297861,2.592288404,41.78539889,11.14726845,49.32900074,4.300165226
0_13_2_0_res,0_13,residential,114.83,1,0.225,0.555855,0.15,0.15,0.15,0,81.6,71.72,77.83,0,0.436,2.936,0,0,2.412,1.37,3.67220183,8.504139231,0.055561299,27.23980341,21.84427697,0.000401165,0.847075721,0.681297861,2.93885722,63.75400321,15.74670121,75.26364126,5.358103519
0_13_2_1_res,0_13,residential,114.83,1,0.225,0.555855,0.15,0,0.15,0.15,80.69,0,77.41,71.21,0.436,2.936,0,0,2.412,1.37,2.427152985,3.872329769,0.017778785,26.33736706,22.98255725,0.000401165,0.847075721,0.681297861,3.386182259,101.4690311,12.29867435,119.7874388,3.632017835
0_13_3_0_res,0_13,residential,114.83,1,0.225,0.555855,0.15,0,0.15,0.15,92.23,0,90.79,87.4,0.436,2.936,0,0,2.412,1.37,3.420126396,10.42041819,0.009488267,27.81290315,22.16875645,0.000401165,0.847075721,0.681297861,2.861013893,73.01711275,10.74424423,86.19903854,3.755397435
0_13_3_1_res,0_13,residential,114.83,1,0.225,0.555855,0.15,0.15,0.15,0,92.51,87.04,91.07,0,0.436,2.936,0,0,2.412,1.37,7.732043801,8.605753221,0.042757895,27.97403211,20.74144348,0.000401165,0.847075721,0.681297861,2.623338079,42.94358385,18.92432467,50.69627515,7.213833708
0_13_4_0_res,0_13,residential,114.83,1,0.225,0.555855,0.15,0,0.15,0.15,100,0,100,100,0.436,2.936,0,0,2.412,1.37,3.23863544,3.319576234,0.021212241,27.19309127,22.59942641,0.000401165,0.847075721,0.681297861,2.648183069,89.20480691,12.79940909,105.3091296,4.833279555
0_13_4_1_res,0_13,residential,114.83,1,0.225,0.555855,0.15,0.15,0.15,0,100,100,100,0,0.436,2.936,0,0,2.412,1.37,2.733164091,6.104880266,0.038925059,26.47214843,21.90445452,0.000401165,0.847075721,0.681297861,2.431004161,75.03477236,25.0324854,88.58095029,10.29717917
0_13_5_0_res,0_13,residential,114.83,2,0.558,0.555855,0.15,0.15,0.15,0,100,100,100,0,0.436,2.936,0.386,0,2.412,1.37,5.586607083,2.542023434,0.038431342,26.54008322,20.60343818,0.000401165,0.847075721,0.681297861,3.03544664,117.6833738,28.40992685,138.9289893,9.359389316
0_13_5_1_res,0_13,residential,114.83,2,0.558,0.555855,0.15,0,0.15,0.15,100,0,100,100,0.436,2.936,0.386,0,2.412,1.37,7.719692494,10.94199125,0.052301989,26.46189524,21.67854735,0.000401165,0.847075721,0.681297861,2.92224664,105.5175585,29.77502559,124.566855,10.18908711
0_14_0_0_res,0_14,residential,155.98,0,0.169,1.065397,0.29,0.29,0,0.29,70.57,57.07,0,71,0.758,1.268,0,0.788,1.731,1.634,2.365902339,11.96554267,0.056418287,27.40165804,20.1396491,0.000372113,0.881291727,0.411843077,2.726237589,51.21833282,5.805583104,58.11734215,2.129522066
0_14_0_1_res,0_14,residential,155.98,0,0.169,1.065397,0,0.29,0.29,0.29,0,65.92,63.16,56.65,0.758,1.268,0,0.788,1.731,1.634,3.052363286,5.418065595,0.01533603,26.14507234,21.00157899,0.000372113,0.881291727,0.411843077,2.907885936,74.81262504,10.72845307,84.88973942,3.689433942
0_14_1_0_res,0_14,residential,155.98,1,0.169,1.065397,0.29,0.29,0,0.29,75.66,62.42,0,75.47,0.758,1.268,0,0,1.731,1.634,7.507732996,10.23037609,0.037002632,26.39484354,21.09027735,0.000372113,0.881291727,0.411843077,3.16694473,53.44158872,16.31395207,60.64006627,5.151322004
0_14_1_1_res,0_14,residential,155.98,1,0.169,1.065397,0,0.29,0.29,0.29,0,71,68.8,62.09,0.758,1.268,0,0,1.731,1.634,2.662666105,5.712137983,0.032259575,25.59873939,21.90832408,0.000372113,0.881291727,0.411843077,2.604306336,79.52294206,17.35311215,90.23452694,6.663237697
0_14_2_0_res,0_14,residential,155.98,2,0.502,1.065397,0.29,0.29,0,0.29,81.94,69.45,0,81.28,0.758,1.268,0.418,0,1.731,1.634,5.211753425,3.319215697,0.026104167,26.22135648,21.68238238,0.000372113,0.881291727,0.411843077,2.637298694,139.8338209,19.28062144,158.6691633,7.310746212
0_14_2_1_res,0_14,residential,155.98,2,0.502,1.065397,0,0.29,0.29,0.29,0,77.87,76.14,69.23,0.758,1.268,0.418,0,1.731,1.634,7.904959095,5.899021368,0.024746249,26.54358497,22.15653561,0.000372113,0.881291727,0.411843077,3.238490367,127.2177063,22.15030893,144.3536827,6.839701964
0_3_0_0_res,0_3,residential,113.9,0,0.164,0.677907,0.14,0,0,0.14,77.54,0,0,79.29,0.35,1.7,0,0.32,2.852,1.795,6.733120361,4.599213267,0.032248393,25.89406554,22.8070862,0.000469227,0.861528174,0.382465349,3.352996566,57.39696877,9.641291476,66.62227718,2.875425395
0_3_0_1_res,0_3,residential,113.91,0,0.164,0.677907,0.14,0.14,0,0,77.02,75.3,0,0,0.35,1.7,0,0.32,2.852,1.795,2.918715398,6.592611716,0.01595676,27.16483901,22.42095621,0.000469227,0.861528174,0.382465349,2.488128283,71.75074023,7.910784547,83.28310372,3.17941185
0_3_1_0_res,0_3,residential,113.9,1,0.164,0.677907,0.14,0,0,0.14,84.69,0,0,86,0.35,1.7,0,0,2.852,1.795,7.993675434,5.872098278,0.06557644,26.25347552,22.57714292,0.000469227,0.861528174,0.382465349,3.08283131,41.61442125,15.07217866,48.30303004,4.889070191
0_3_1_1_res,0_3,residential,113.91,1,0.164,0.677907,0.14,0.14,0,0,84.26,82.97,0,0,0.35,1.7,0,0,2.852,1.795,1.952556617,10.25787366,0.026248623,27.16104958,21.00623751,0.000469227,0.861528174,0.382465349,3.448847656,50.20540585,10.44598581,58.27482767,3.028833644
0_3_2_0_res,0_3,residential,113.9,2,0.498,0.677907,0.14,0,0,0.14,92.51,0,0,93.29,0.35,1.7,0.24,0,2.852,1.795,3.670236577,7.906601458,0.018086583,27.76473924,22.62323252,0.000469227,0.861528174,0.382465349,3.140446836,129.4416006,9.520801988,150.2465091,3.031671123
0_3_2_1_res,0_3,residential,113.91,2,0.498,0.677907,0.14,0.14,0,0,92.23,91.61,0,0,0.35,1.7,0.24,0,2.852,1.795,4.180435899,7.752387229,0.01968012,26.19461732,20.12273297,0.000469227,0.861528174,0.382465349,2.491646713,98.11666286,18.72643178,113.8867722,7.51568498
0_4_0_0_res,0_4,residential,116,0,0.2,1.225401,0.26,0.26,0,0.26,66.49,70.52,0,69.48,0.736,2.046,0,0.766,2.375,1.406,7.502543892,4.867687064,0.037681412,26.26672294,20.68962037,0.000380282,0.869366066,0.331592546,2.73752508,72.64585381,12.4454902,83.56186955,4.546256139
0_4_0_1_res,0_4,residential,58,0,0.2,0.612701,0,0,0.26,0.26,0,0,66.65,69.86,0.736,2.046,0,0.766,2.375,1.406,2.885358287,2.89193995,0.015748809,27.1427088,22.2926343,0.000380282,0.869366066,0.331592546,3.023115155,119.590504,5.027636098,137.5605843,1.6630647
0_4_0_2_res,0_4,residential,58,0,0.2,0.612701,0,0.26,0.26,0,0,68.91,65.21,0,0.736,2.046,0,0.766,2.375,1.406,4.601732196,11.14032217,0.018816402,26.79487221,21.37116083,0.000380282,0.869366066,0.331592546,3.333266614,79.69085438,14.92216588,91.66547613,4.47673937
0_4_1_0_res,0_4,residential,116,1,0.2,1.225401,0.26,0.26,0,0.26,75.09,78.6,0,77.87,0.736,2.046,0,0,2.375,1.406,6.839959124,8.18247763,0.024788679,26.59815084,20.14334915,0.000380282,0.869366066,0.331592546,2.704713008,67.12243939,17.24175089,77.2084879,6.374706238
0_4_1_1_res,0_4,residential,58,1,0.2,0.612701,0,0,0.26,0.26,0,0,75.16,78.02,0.736,2.046,0,0,2.375,1.406,2.935647814,6.661578139,0.05499947,26.44744835,21.04869917,0.000380282,0.869366066,0.331592546,3.021840728,77.62566402,11.8852738,89.28996317,3.933123837
0_4_1_2_res,0_4,residential,58,1,0.2,0.612701,0,0.26,0.26,0,0,77.38,74.1,0,0.736,2.046,0,0,2.375,1.406,3.757109433,9.193155873,0.043393585,26.19865237,22.96036361,0.000380282,0.869366066,0.331592546,2.6860218,105.7115719,21.53521906,121.5961561,8.017514623
0_4_2_0_res,0_4,residential,116,2,0.534,1.225401,0.26,0.26,0,0.26,85.47,87.94,0,87.17,0.736,2.046,0.486,0,2.375,1.406,5.540330123,8.981398071,0.018296049,25.82682115,20.87005442,0.000380282,0.869366066,0.331592546,3.443937994,144.6077286,29.29234058,166.3369831,8.505478504
0_4_2_1_res,0_4,residential,58,2,0.534,0.612701,0,0,0.26,0.26,0,0,85.47,87.39,0.736,2.046,0.486,0,2.375,1.406,5.373219729,2.633675008,0.049328401,27.63048085,20.10826785,0.000380282,0.869366066,0.331592546,2.480360325,129.5132471,17.38304321,148.9743529,7.008273369
0_4_2_2_res,0_4,residential,58,2,0.534,0.612701,0,0.26,0.26,0,0,87.22,84.96,0,0.736,2.046,0.486,0,2.375,1.406,7.094620691,7.650094386,0.041020217,26.75647712,21.89822052,0.000380282,0.869366066,0.331592546,3.04209174,143.2455103,31.04295151,164.7700731,10.20447579
0_6_0_0_res,0_6,residential,196.32,0,0.154,1.142102,0.3,0,0.3,0.3,69.06,0,70.62,70.58,0.79,2.1,0,0.82,2.036,1.921,5.684113336,11.86443588,0.052484966,27.61425865,21.05936482,0.000299452,0.902558875,0.598429932,2.937260695,57.09926245,9.677359108,63.26375381,3.294688526
0_6_0_1_res,0_6,residential,196.32,0,0.154,1.142102,0.3,0.3,0.3,0,69.28,67.23,69.41,0,0.79,2.1,0,0.82,2.036,1.921,6.838987994,4.611843961,0.053629684,27.25587373,21.85765359,0.000299452,0.902558875,0.598429932,3.238668885,57.4564945,13.84899071,63.65955297,4.276136648
0_6_1_0_res,0_6,residential,196.32,1,0.154,1.142102,0.3,0,0.3,0.3,77.1,0,78.29,78.49,0.79,2.1,0,0,2.036,1.921,2.527418758,10.2428467,0.019152202,25.50874244,22.54291415,0.000299452,0.902558875,0.598429932,3.448242978,75.29928148,18.91128801,83.42866443,5.484325823
0_6_1_1_res,0_6,residential,196.32,1,0.154,1.142102,0.3,0.3,0.3,0,77.28,75.72,77.36,0,0.79,2.1,0,0,2.036,1.921,1.987847375,5.524661945,0.016674992,27.2344921,22.6150583,0.000299452,0.902558875,0.598429932,2.766838627,87.86897346,15.89741199,97.35539246,5.745695407
0_6_2_0_res,0_6,residential,196.32,1,0.154,1.142102,0.3,0,0.3,0.3,86.2,0,86.89,87.34,0.79,2.1,0,0,2.036,1.921,6.588622413,10.71257309,0.030351567,27.98022893,20.86307176,0.000299452,0.902558875,0.598429932,2.95703469,41.42737998,12.88657086,45.89991982,4.357936991
0_6_2_1_res,0_6,residential,196.32,1,0.154,1.142102,0.3,0.3,0.3,0,86.33,85.52,86.39,0,0.79,2.1,0,0,2.036,1.921,2.259047006,9.758571332,0.061078628,25.85776434,20.04817359,0.000299452,0.902558875,0.598429932,3.229989478,38.55675254,24.23352264,42.71937668,7.502663029
0_6_3_0_res,0_6,residential,196.32,1,0.154,1.142102,0.3,0.3,0.3,0,95.95,95.6,96.04,0,0.79,2.1,0,0,2.036,1.921,7.016718327,11.03921962,0.013023596,25.74146587,22.40145499,0.000299452,0.902558875,0.598429932,2.921330879,60.70898571,29.60889103,67.26318627,10.13541165
0_6_3_1_res,0_6,residential,196.32,1,0.154,1.142102,0.3,0,0.3,0.3,96.23,0,96.42,96.23,0.79,2.1,0,0,2.036,1.921,5.88309968,11.57554221,0.024648631,26.32697545,22.61198954,0.000299452,0.902558875,0.598429932,2.767616288,61.84986116,25.05806688,68.52723174,9.054024936
0_6_4_0_res,0_6,residential,196.32,1,0.154,1.142102,0.3,0.3,0.3,0,100,100,100,0,0.79,2.1,0,0,2.036,1.921,2.820273001,8.906802798,0.037317644,27.03526992,22.91350282,0.000299452,0.902558875,0.598429932,2.584563862,73.05024102,23.12937107,80.93681539,8.949042198
0_6_4_1_res,0_6,residential,196.32,1,0.154,1.142102,0.3,0,0.3,0.3,100,0,100,100,0.79,2.1,0,0,2.036,1.921,5.764380987,5.632932159,0.031791962,27.14041471,22.07415071,0.000299452,0.902558875,0.598429932,3.280899292,63.28878502,18.85692996,70.12150319,5.747488198
0_6_5_0_res,0_6,residential,196.32,2,0.487,1.142102,0.3,0,0.3,0.3,100,0,100,100,0.79,2.1,0.45,0,2.036,1.921,4.252872889,3.70519522,0.009958387,26.20557678,21.44696128,0.000299452,0.902558875,0.598429932,2.718215815,123.5902727,23.78538427,136.9331976,8.750366379
0_6_5_1_res,0_6,residential,196.32,2,0.487,1.142102,0.3,0.3,0.3,0,100,100,100,0,0.79,2.1,0.45,0,2.036,1.921,4.699961051,10.54813523,0.031020497,25.70290687,22.68665993,0.000299452,0.902558875,0.598429932,2.491102416,118.6083639,36.22578487,131.4134371,14.54206966
0_7_0_1_res,0_7,residential,93.3,0,0.216,0.877201,0.29,0,0.29,0.29,74.43,0,74.62,72.13,0.459,2.929,0,1.059,2.765,2.091,4.587268907,11.81565719,0.052701464,27.4083765,22.25076183,0.000346583,0.896091391,0.32896792,2.590272551,94.32640104,6.982026327,105.2642643,2.695479409
0_7_1_0_res,0_7,residential,93.3,1,0.216,0.877201,0.29,0.29,0.29,0,83.05,81.76,83.1,0,0.459,2.929,0,0,2.765,2.091,2.694175907,6.96084285,0.009671221,27.58100666,22.30964285,0.000346583,0.896091391,0.32896792,3.167308632,124.3039248,13.03381621,138.7179098,4.115107722
0_7_1_1_res,0_7,residential,93.3,1,0.216,0.877201,0.29,0,0.29,0.29,82.33,0,82.37,80.55,0.459,2.929,0,0,2.765,2.091,2.517068024,6.035215992,0.03859865,27.74355242,21.44343524,0.000346583,0.896091391,0.32896792,3.448297937,98.76925251,7.722297675,110.2222981,2.239451989
0_7_2_0_res,0_7,residential,93.3,2,0.55,0.877201,0.29,0.29,0.29,0,91.86,90.99,91.95,0,0.459,2.929,0.449,0,2.765,2.091,3.72435865,2.68435511,0.019085063,27.91674712,22.15410546,0.000346583,0.896091391,0.32896792,2.528064023,180.3986395,18.76885719,201.317233,7.424201688
0_7_2_1_res,0_7,residential,93.3,2,0.55,0.877201,0.29,0,0.29,0.29,91.76,0,91.67,90.4,0.459,2.929,0.449,0,2.765,2.091,2.127721194,7.303456248,0.017969619,26.47962664,21.10674025,0.000346583,0.896091391,0.32896792,3.181910229,160.0062167,21.24671922,178.5601538,6.677347155
0_8_0_0_res,0_8,residential,82.59,0,0.178,0.773687,0.2,0.2,0,0,78.51,77.24,0,0,0.437,2.937,0,1.967,2.818,1.447,2.069227403,8.658160498,0.023214738,25.721437,22.85797673,0.000403547,0.929264399,0.782535902,2.594060754,94.59035899,16.38390316,101.7905766,6.315928851
0_8_0_1_res,0_8,residential,82.59,0,0.178,0.773687,0,0.2,0.2,0,0,79.33,78.85,0,0.437,2.937,0,1.967,2.818,1.447,7.399227487,5.10577533,0.063526055,25.76156738,20.63392069,0.000403547,0.929264399,0.782535902,3.144432101,42.48149095,20.74265397,45.71518182,6.596629632
0_8_1_0_res,0_8,residential,82.59,1,0.178,0.773687,0.2,0.2,0,0,85.43,84.35,0,0,0.437,2.937,0,0,2.818,1.447,5.962583395,4.395480322,0.046250245,27.07394855,22.72976891,0.000403547,0.929264399,0.782535902,3.060032247,76.42270609,26.69536747,82.24000209,8.723884363
0_8_1_1_res,0_8,residential,82.59,1,0.178,0.773687,0,0.2,0.2,0,0,85.96,85.49,0,0.437,2.937,0,0,2.818,1.447,6.206307747,7.862871223,0.0182967,26.64908263,20.18095457,0.000403547,0.929264399,0.782535902,3.098164605,47.16275906,29.4981207,50.75278804,9.521159933
0_8_2_0_res,0_8,residential,82.59,2,0.511,0.773687,0.2,0.2,0,0,93.14,92.55,0,0,0.437,2.937,0.977,0,2.818,1.447,5.748282339,5.214650361,0.019919183,26.80762787,20.008236,0.000403547,0.929264399,0.782535902,3.05557255,139.0112999,43.87524419,149.5928394,14.35909097
