Unit_ID,building_id,function,area,verticalPos,formFactor,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,EPD,LPD,NumberOfPeople,Tcooling,T_heating,Infiltration,COP_boiler,SHGC,COP_cooling,heating_Ideal loads (kWh/m2),cooling_Ideal loads (kWh/m2),Q_heating,CoolEnUse (kWh/m2)
22_13_1_0_res,22_13,residential,128.88,2,0.541,0.716367,0.18,0,0.18,0.18,58.37,0,66.21,66.58,0.312,2.108,3.27,0,2.823,1.393,2.617153921,11.80278599,0.046429447,26.93907433,22.51464314,0.00037838,0.886577758,0.831838606,2.639869202,238.4482538,50.09948545,268.9535709,18.97801809
22_13_1_1_res,22_13,residential,128.88,2,0.541,0.716367,0.18,0.18,0.18,0,61.01,70.16,75.96,0,0.312,2.108,3.27,0,2.823,1.393,3.794833852,3.360727435,0.007988321,26.79226993,21.29188976,0.00037838,0.886577758,0.831838606,3.02889092,241.8156567,53.07501968,272.7517745,17.52292211
22_14_0_0_res,22_14,residential,128.77,0,0.21,0.715226,0.17,0.17,0.17,0,73.25,63.26,74.56,0,0.386,2.9,0,1.54,2.771,1.669,5.873937607,5.578437832,0.06605009,25.93347094,21.56694827,0.000493386,0.920656446,0.403507424,3.282475489,71.08047758,7.381023748,77.20629982,2.248615038
22_14_0_1_res,22_14,residential,128.77,0,0.21,0.715226,0.17,0,0.17,0.17,74.56,0,73.25,63.26,0.386,2.9,0,1.54,2.771,1.669,4.421558311,8.679101655,0.046523045,25.62915001,20.06719721,0.000493386,0.920656446,0.403507424,3.23484074,58.01326273,8.606333944,63.01293279,2.660512413
22_14_1_0_res,22_14,residential,128.77,2,0.544,0.715226,0.17,0.17,0.17,0,79.94,70.74,81.03,0,0.386,2.9,0.253,0,2.771,1.669,4.536191816,5.645604045,0.030813563,27.63012399,22.31475978,0.000493386,0.920656446,0.403507424,2.598644956,155.9744065,11.37679392,169.4165149,4.377971639
22_14_1_1_res,22_14,residential,128.77,2,0.544,0.715226,0.17,0,0.17,0.17,81.03,0,79.94,70.74,0.386,2.9,0.253,0,2.771,1.669,2.416464495,5.950112667,0.038892219,27.55679736,21.81907933,0.000493386,0.920656446,0.403507424,2.993909409,156.712482,9.985831845,170.2181989,3.335382097
22_15_1_0_res,22_15,residential,59.84,1,0.206,1.540641,0,0,0.22,0.22,0,0,51.37,62.83,0.399,1.893,0,0,2.132,1.556,6.482278671,3.04707517,0.031648351,26.05808656,20.90607048,0.000347247,0.877905205,0.505438056,2.59029076,64.56801389,14.61744018,73.54781986,5.643165781
22_15_1_1_res,22_15,residential,59.84,1,0.206,1.540641,0.22,0,0,0.22,56.67,0,0,61.42,0.399,1.893,0,0,2.132,1.556,3.374998838,10.63408641,0.021453105,27.95639365,20.01325766,0.000347247,0.877905205,0.505438056,2.452133841,54.35029386,7.041866378,61.90906893,2.871730025
22_15_1_2_res,22_15,residential,119.68,1,0.206,0.77032,0.22,0.22,0.22,0,56.9,64.87,52.13,0,0.399,1.893,0,0,2.132,1.556,5.503102772,3.341373352,0.04783618,26.90067664,22.30363833,0.000347247,0.877905205,0.505438056,2.939013769,80.81706476,16.5238415,92.05670985,5.622240247
22_15_2_0_res,22_15,residential,119.68,2,0.54,0.77032,0.22,0.22,0.22,0,66.64,73.89,59.74,0,0.399,1.893,0.537,0,2.132,1.556,6.828288126,8.625487815,0.034247201,27.41230732,20.29750555,0.000347247,0.877905205,0.505438056,2.813071825,103.3381809,24.93167536,117.7099535,8.862793742
22_15_2_1_res,22_15,residential,119.68,2,0.54,1.540641,0.22,0,0.22,0.22,66.02,0,59.56,72.52,0.399,1.893,0.537,0,2.132,1.556,6.622100992,4.517951891,0.060664541,26.58500309,22.91190868,0.000347247,0.877905205,0.505438056,3.481208002,142.9181307,23.10907366,162.7944906,6.638234098
22_17_1_2_res,22_17,residential,44.51,1,0.086,1.24833,0,0.36,0,0,0,75.77,0,0,1.354,2.097,0,0,2.743,2.079,7.470823917,3.332433549,0.011905357,25.57886396,20.98563523,0.000358954,0.923450933,0.588371933,2.986052894,55.23668292,33.41811528,59.81550393,11.19140098
22_17_1_3_res,22_17,residential,44.51,1,0,1.24833,0,0,0,0,0,0,0,0,1.354,2.097,0,0,2.743,2.079,3.684971756,10.1650266,0.02352905,26.4064171,22.15070674,0.000358954,0.923450933,0.588371933,2.99141964,18.84320887,7.997284812,20.40520854,2.673407872
22_17_1_4_res,22_17,residential,44.51,1,0.193,1.24833,0,0.36,0.36,0,0,73.38,66.54,0,1.354,2.097,0,0,2.743,2.079,5.484296461,3.729926608,0.056190927,26.1935955,20.98716992,0.000358954,0.923450933,0.588371933,2.625011323,90.26375678,39.9578747,97.74613197,15.22198184
22_17_1_5_res,22_17,residential,44.51,1,0.107,1.24833,0,0,0.36,0,0,0,64.25,0,1.354,2.097,0,0,2.743,2.079,5.547196964,9.585914254,0.064947796,26.5776384,21.02139559,0.000358954,0.923450933,0.588371933,2.997351012,47.3001109,18.28388513,51.22103319,6.100014664
22_17_1_6_res,22_17,residential,89.02,1,0.15,0.400535,0.36,0.36,0,0,64.67,71.95,0,0,1.354,2.097,0,0,2.743,2.079,7.635251045,10.83547487,0.028392584,26.55355464,22.89457294,0.000358954,0.923450933,0.588371933,2.90817718,98.64688327,27.12019519,106.8241741,9.325496182
22_17_2_0_res,22_17,residential,44.51,1,0.086,1.24833,0,0.36,0,0,0,83.21,0,0,1.354,2.097,0,0,2.743,2.079,2.50045287,11.02918083,0.018295679,27.00147775,22.02036354,0.000358954,0.923450933,0.588371933,3.218775693,60.54492007,27.65738117,65.56376511,8.592515853
22_17_2_1_res,22_17,residential,44.51,1,0,1.24833,0,0,0,0,0,0,0,0,1.354,2.097,0,0,2.743,2.079,3.852871725,11.01132695,0.018766311,26.18936672,22.95520204,0.000358954,0.923450933,0.588371933,2.541563167,21.7890588,12.33646432,23.59525344,4.853888534
22_17_2_2_res,22_17,residential,44.51,1,0.086,1.24833,0,0.36,0,0,0,83.82,0,0,1.354,2.097,0,0,2.743,2.079,7.986924962,9.290812055,0.050371025,25.81485795,20.25701202,0.000358954,0.923450933,0.588371933,3.427878623,25.48487555,37.33621079,27.59743332,10.89192906
22_17_2_3_res,22_17,residential,44.51,1,0,1.24833,0,0,0,0,0,0,0,0,1.354,2.097,0,0,2.743,2.079,4.240152003,10.87244313,0.06660866,26.09344708,21.70900288,0.000358954,0.923450933,0.588371933,2.823819896,10.50276342,14.28436158,11.37338546,5.058524304
22_17_2_4_res,22_17,residential,44.51,1,0.193,1.24833,0,0.36,0.36,0,0,81.82,75.53,0,1.354,2.097,0,0,2.743,2.079,2.780733717,4.827828726,0.008529127,26.47390474,20.19751607,0.000358954,0.923450933,0.588371933,3.487227656,102.4344185,30.51314029,110.9256755,8.749970836
22_17_2_5_res,22_17,residential,44.51,1,0.107,1.24833,0,0,0.36,0,0,0,73.71,0,1.354,2.097,0,0,2.743,2.079,4.646977511,8.236517591,0.06156253,26.77905469,20.23193893,0.000358954,0.923450933,0.588371933,3.49401326,34.52626719,15.39027418,37.38830722,4.404755517
22_17_2_6_res,22_17,residential,89.02,1,0.15,0.400535,0.36,0.36,0,0,73.87,80.56,0,0,1.354,2.097,0,0,2.743,2.079,3.575637068,9.636540121,0.014685124,26.78154912,22.48467055,0.000358954,0.923450933,0.588371933,3.166626066,96.66392791,21.4173764,104.6768425,6.763468736
22_17_3_0_res,22_17,residential,59.35,1,0.166,0.267023,0.36,0.36,0,0,87.28,91.08,0,0,1.354,2.097,0,0,2.743,2.079,3.687132219,11.52667114,0.065857431,25.97428398,20.97826289,0.000358954,0.923450933,0.588371933,2.865548159,63.85330332,39.27796098,69.14639536,13.70696244
22_17_3_1_res,22_17,residential,59.35,1,0.08,0.267023,0.36,0,0,0,87.85,0,0,0,1.354,2.097,0,0,2.743,2.079,3.421427487,10.52517845,0.030198322,27.0892017,22.73980188,0.000358954,0.923450933,0.588371933,3.416712054,57.24821677,11.90739925,61.993783,3.485046167
22_17_3_2_res,22_17,residential,59.35,1,0.086,1.872495,0,0.36,0,0,0,92.35,0,0,1.354,2.097,0,0,2.743,2.079,5.035340945,11.4543277,0.063189998,26.23970272,22.44683444,0.000358954,0.923450933,0.588371933,3.299247631,46.30966498,37.3204851,50.14848469,11.3118169
22_17_3_3_res,22_17,residential,59.35,1,0,1.872495,0,0,0,0,0,0,0,0,1.354,2.097,0,0,2.743,2.079,2.501060575,8.722036097,0.010714176,27.9673294,22.65736925,0.000358954,0.923450933,0.588371933,2.519302673,20.94713037,4.008120889,22.68353371,1.590964409
22_17_3_4_res,22_17,residential,59.35,1,0.166,0.267023,0,0.36,0.36,0,0,91.61,88,0,1.354,2.097,0,0,2.743,2.079,7.13550903,4.471760304,0.032827979,25.79575619,21.00784512,0.000358954,0.923450933,0.588371933,2.858055245,75.19312089,41.37335087,81.42622221,14.47605008
22_17_3_5_res,22_17,residential,59.35,1,0.08,0.267023,0,0,0.36,0,0,0,87.15,0,1.354,2.097,0,0,2.743,2.079,6.594703314,2.959194315,0.033328093,27.83803594,22.99946925,0.000358954,0.923450933,0.588371933,3.453487162,54.60759178,11.68310565,59.13426455,3.382988007
22_17_4_0_res,22_17,residential,59.35,1,0.166,0.936248,0.36,0.36,0,0,100,100,0,0,1.354,2.097,0,0,2.743,2.079,5.065744168,4.288089216,0.020316833,25.610248,22.52473424,0.000358954,0.923450933,0.588371933,3.408116207,118.0995505,42.0702776,127.8893618,12.34414411
22_17_4_1_res,22_17,residential,59.35,1,0.08,0.936248,0.36,0,0,0,100,0,0,0,1.354,2.097,0,0,2.743,2.079,3.587920787,10.04637555,0.06061308,27.6803317,22.60452352,0.000358954,0.923450933,0.588371933,3.024042314,50.63020029,10.40859098,54.82716891,3.44194621
22_17_4_2_res,22_17,residential,59.35,1,0.086,0.936248,0,0.36,0,0,0,100,0,0,1.354,2.097,0,0,2.743,2.079,5.687031684,6.928451654,0.013865869,27.96790866,20.57096366,0.000358954,0.923450933,0.588371933,3.315023099,39.41123445,25.49760653,42.67821173,7.691532086
22_17_4_3_res,22_17,residential,59.35,1,0,0.936248,0,0,0,0,0,0,0,0,1.354,2.097,0,0,2.743,2.079,7.656446358,4.323337085,0.064914918,25.65557935,21.43166133,0.000358954,0.923450933,0.588371933,3.348710323,4.664488194,19.22050241,5.051148931,5.739673053
22_17_4_4_res,22_17,residential,59.35,1,0.166,0.936248,0,0.36,0.36,0,0,100,100,0,1.354,2.097,0,0,2.743,2.079,3.515175192,8.123859732,0.011291253,25.78974137,20.39377103,0.000358954,0.923450933,0.588371933,2.558126528,75.99860473,41.8482063,82.2984763,16.35892745
22_17_4_5_res,22_17,residential,59.35,1,0.08,0.936248,0,0,0.36,0,0,0,100,0,1.354,2.097,0,0,2.743,2.079,6.594802391,5.261062092,0.018616372,26.88194435,22.94263198,0.000358954,0.923450933,0.588371933,3.179840556,55.66620017,19.91296386,60.28062583,6.262252307
22_17_5_0_res,22_17,residential,59.35,1,0.166,0.936248,0.36,0.36,0,0,100,100,0,0,1.354,2.097,0,0,2.743,2.079,1.900395669,8.483757025,0.008206112,26.63838647,20.8584142,0.000358954,0.923450933,0.588371933,2.505332136,86.81655129,36.61849297,94.01317187,14.61622291
22_17_5_1_res,22_17,residential,59.35,1,0.08,0.936248,0.36,0,0,0,100,0,0,0,1.354,2.097,0,0,2.743,2.079,4.368474862,8.413805839,0.035704967,26.01152275,21.03952062,0.000358954,0.923450933,0.588371933,3.153349631,44.26647219,19.6783938,47.93592232,6.240473179
22_17_5_2_res,22_17,residential,59.35,1,0.086,0.936248,0,0.36,0,0,0,100,0,0,1.354,2.097,0,0,2.743,2.079,2.318066423,11.5774337,0.04249344,27.36558705,21.70528277,0.000358954,0.923450933,0.588371933,3.28517139,53.39846895,29.67194328,57.82491201,9.032083796
22_17_5_3_res,22_17,residential,59.35,1,0,0.936248,0,0,0,0,0,0,0,0,1.354,2.097,0,0,2.743,2.079,5.845283836,9.73536334,0.027459863,26.88908059,21.24228165,0.000358954,0.923450933,0.588371933,2.940926342,11.26393272,11.27130531,12.19765156,3.832569741
22_17_5_4_res,22_17,residential,59.35,1,0.166,0.936248,0,0.36,0.36,0,0,100,100,0,1.354,2.097,0,0,2.743,2.079,7.059553279,11.20189434,0.063823432,26.22216832,21.6812735,0.000358954,0.923450933,0.588371933,2.75518225,70.46401136,51.1212349,76.3050952,18.55457471
22_17_5_5_res,22_17,residential,59.35,1,0.08,0.936248,0,0,0.36,0,0,0,100,0,1.354,2.097,0,0,2.743,2.079,3.107784038,5.164937608,0.041797227,25.80125059,20.68291597,0.000358954,0.923450933,0.588371933,3.135940454,39.81480941,20.69188834,43.11524087,6.598303968
22_17_6_0_res,22_17,residential,59.35,2,0.5,0.936248,0.36,0.36,0,0,100,100,0,0,1.354,2.097,0.466,0,2.743,2.079,2.727134764,8.171295133,0.01994411,26.72499072,21.6471032,0.000358954,0.923450933,0.588371933,3.227061416,170.1064572,43.23686724,184.2073586,13.39821641
22_17_6_1_res,22_17,residential,59.35,2,0.5,0.936248,0.36,0,0,0.36,100,0,0,100,1.354,2.097,0.466,0,2.743,2.079,3.562008731,5.403385628,0.014340833,25.74108318,21.88904743,0.000358954,0.923450933,0.588371933,2.435701949,173.8060027,28.23500309,188.2135763,11.59214209
22_17_6_2_res,22_17,residential,59.35,2,0.419,0.936248,0,0.36,0,0,0,100,0,0,1.354,2.097,0.466,0,2.743,2.079,1.880658441,5.417389146,0.018609609,26.30151401,20.82815373,0.000358954,0.923450933,0.588371933,2.85306269,119.4619627,40.18494388,129.3647105,14.08484434
22_17_6_3_res,22_17,residential,59.35,2,0.419,0.936248,0,0,0,0.36,0,0,0,100,1.354,2.097,0.466,0,2.743,2.079,6.577090573,5.055924097,0.016855907,25.50683872,20.76154345,0.000358954,0.923450933,0.588371933,3.4329557,99.4241803,26.20483176,107.6659048,7.633314859
22_17_6_4_res,22_17,residential,59.35,2,0.5,0.936248,0,0.36,0.36,0,0,100,100,0,1.354,2.097,0.466,0,2.743,2.079,4.282257829,10.83836506,0.058852909,27.30476131,20.14863712,0.000358954,0.923450933,0.588371933,3.494054584,112.2479026,45.57111179,121.552644,13.04247278
22_17_6_5_res,22_17,residential,59.35,2,0.5,0.936248,0,0,0.36,0.36,0,0,100,100,1.354,2.097,0.466,0,2.743,2.079,2.117051465,8.443254245,0.03397154,25.74212445,21.52607712,0.000358954,0.923450933,0.588371933,2.56065195,148.7121912,38.21903945,161.0396242,14.92551123
22_18_2_2_res,22_18,residential,88.98,1,0.059,0.623961,0,0,0.3,0,0,0,85.01,0,1.52,1.9,0,0,2.454,1.827,4.202005561,5.476220237,0.047310497,26.28539529,21.79496137,0.000290709,0.870925021,0.671558074,2.525519416,32.46100291,16.61532111,37.27186856,6.578971836
22_18_2_3_res,22_18,residential,88.97,1,0.059,0.623961,0,0,0.3,0,0,0,88.57,0,1.52,1.9,0,0,2.454,1.827,2.0614237,4.920860814,0.031009139,26.65474722,20.57148987,0.000290709,0.870925021,0.671558074,3.209410958,31.75201486,9.788019589,36.45780532,3.049786929
22_18_3_0_res,22_18,residential,88.97,1,0.059,0.623961,0.3,0,0,0,94.62,0,0,0,1.52,1.9,0,0,2.454,1.827,2.029615523,2.534094912,0.056757127,27.57746781,22.80630943,0.000290709,0.870925021,0.671558074,2.845554122,55.52303477,6.24178222,63.75179657,2.193520823
22_18_3_1_res,22_18,residential,88.98,1,0.059,0.623961,0.3,0,0,0,96.2,0,0,0,1.52,1.9,0,0,2.454,1.827,6.961065631,11.86445507,0.060567867,26.73587803,22.43535269,0.000290709,0.870925021,0.671558074,3.276699458,26.58867569,15.26861588,30.52923621,4.659754755
22_18_3_2_res,22_18,residential,88.97,1,0.059,0.623961,0,0,0.3,0,0,0,96.02,0,1.52,1.9,0,0,2.454,1.827,2.387289844,4.809687725,0.007647495,27.6061531,22.51588064,0.000290709,0.870925021,0.671558074,2.440851148,49.14771995,9.526108397,56.43163161,3.902781373
22_18_3_3_res,22_18,residential,88.98,1,0.059,0.623961,0,0,0.3,0,0,0,94.56,0,1.52,1.9,0,0,2.454,1.827,5.025530318,3.043127728,0.010241905,27.12482109,22.77371176,0.000290709,0.870925021,0.671558074,3.118098953,45.25754119,10.16140513,51.96491098,3.258846266
22_18_4_0_res,22_18,residential,88.98,1,0.059,0.623961,0.3,0,0,0,100,0,0,0,1.52,1.9,0,0,2.454,1.827,4.555150203,4.787342416,0.02492512,25.97873052,20.22626543,0.000290709,0.870925021,0.671558074,3.468295974,30.08983315,15.94389252,34.54928086,4.597039192
22_18_4_1_res,22_18,residential,88.98,1,0.059,0.623961,0,0,0.3,0,0,0,100,0,1.52,1.9,0,0,2.454,1.827,3.305742334,11.36524139,0.056207477,27.39261461,21.30597488,0.000290709,0.870925021,0.671558074,2.411006484,19.63978613,16.37155536,22.55049018,6.790340661
22_18_4_2_res,22_18,residential,88.97,1,0.059,0.623961,0,0,0.3,0,0,0,100,0,1.52,1.9,0,0,2.454,1.827,3.447414712,9.750482145,0.043851084,27.70977951,22.35039393,0.000290709,0.870925021,0.671558074,2.719226248,33.49637528,13.89195966,38.46068774,5.108791398
22_18_4_3_res,22_18,residential,88.97,1,0.059,0.623961,0.3,0,0,0,100,0,0,0,1.52,1.9,0,0,2.454,1.827,3.586601009,7.459998747,0.052958034,26.08060839,20.09607419,0.000290709,0.870925021,0.671558074,2.810720001,20.19510434,15.94595991,23.18810902,5.67326518
22_18_5_0_res,22_18,residential,88.98,2,0.392,0.623961,0.3,0,0,0,100,0,0,0,1.52,1.9,0.53,0,2.454,1.827,1.765435924,3.948930902,0.045585743,27.63795101,20.16352049,0.000290709,0.870925021,0.671558074,2.611316146,87.69984908,14.47784807,100.6973585,5.544272414
22_18_5_1_res,22_18,residential,88.97,2,0.392,0.623961,0,0,0.3,0,0,0,100,0,1.52,1.9,0.53,0,2.454,1.827,4.103256903,10.93065553,0.010988189,26.78914296,20.91715398,0.000290709,0.870925021,0.671558074,2.463784259,76.82853323,22.39836632,88.21486508,9.091042058
22_18_5_2_res,22_18,residential,88.98,2,0.392,0.623961,0,0,0.3,0,0,0,100,0,1.52,1.9,0.53,0,2.454,1.827,6.344595006,8.299537571,0.061587579,27.27511581,22.81632058,0.000290709,0.870925021,0.671558074,2.702542509,83.01017773,26.12364783,95.31265692,9.666322637
22_18_5_3_res,22_18,residential,88.97,2,0.392,0.623961,0.3,0,0,0,100,0,0,0,1.52,1.9,0.53,0,2.454,1.827,2.760762601,7.646100917,0.051707685,27.13794643,22.28603071,0.000290709,0.870925021,0.671558074,3.032199453,104.1855962,16.22145046,119.626367,5.349730686
22_19_1_0_res,22_19,residential,178.06,1,0.109,1.248325,0,0,0.28,0.28,0,0,80.08,81.86,1.2,1.3,0,0,2.272,1.942,4.361982158,11.86335996,0.057667267,25.7480112,21.38958619,0.000415611,0.874227487,0.362428225,2.913079876,36.60266547,17.39777078,41.8685823,5.972294452
22_19_1_1_res,22_19,residential,178.05,1,0.109,0.624162,0.28,0,0,0.28,81.62,0,0,79.96,1.2,1.3,0,0,2.272,1.942,6.132788613,9.021833867,0.038284446,26.3068645,21.86083733,0.000415611,0.874227487,0.362428225,2.710531909,48.93828644,12.768025,55.97889244,4.710523773
22_19_2_0_res,22_19,residential,178.06,1,0.109,1.248325,0,0,0.28,0.28,0,0,87.22,88.47,1.2,1.3,0,0,2.272,1.942,2.897329039,7.701027107,0.017180192,25.95003701,22.6899509,0.000415611,0.874227487,0.362428225,2.423700582,67.15478116,11.53747935,76.81614018,4.7602742
22_19_2_1_res,22_19,residential,178.05,1,0.109,1.248325,0.28,0,0,0.28,88.43,0,0,87.42,1.2,1.3,0,0,2.272,1.942,7.049455635,5.19615073,0.008457297,26.84120818,21.8910682,0.000415611,0.874227487,0.362428225,3.457262672,53.78140929,11.12292901,61.518781,3.217264659
22_19_3_0_res,22_19,residential,178.06,1,0.109,1.248325,0,0,0.28,0.28,0,0,95.29,95.54,1.2,1.3,0,0,2.272,1.942,4.337112767,5.131347108,0.045845117,26.49689471,20.67132855,0.000415611,0.874227487,0.362428225,2.758309805,36.89364652,13.79575581,42.20142593,5.001525134
22_19_3_1_res,22_19,residential,178.05,1,0.109,1.248325,0.28,0,0,0.28,95.76,0,0,95.42,1.2,1.3,0,0,2.272,1.942,2.941299109,9.551794532,0.044682627,26.80380989,22.90744436,0.000415611,0.874227487,0.362428225,3.464871967,62.71914118,9.886516173,71.74235784,2.853356854
22_19_4_0_res,22_19,residential,178.06,1,0.109,1.248325,0,0,0.28,0.28,0,0,100,100,1.2,1.3,0,0,2.272,1.942,1.825503328,7.618463973,0.019544185,26.2206556,22.2563511,0.000415611,0.874227487,0.362428225,2.590698905,70.36557704,8.001652364,80.48886374,3.088607614
22_19_4_1_res,22_19,residential,178.05,1,0.109,1.248325,0.28,0,0,0.28,100,0,0,100,1.2,1.3,0,0,2.272,1.942,2.098411735,9.729082249,0.05079754,27.94893783,22.7052504,0.000415611,0.874227487,0.362428225,2.474864755,62.7329671,7.845787328,71.75817285,3.170188316
22_19_5_0_res,22_19,residential,178.06,2,0.442,1.248325,0,0,0.28,0.28,0,0,100,100,1.2,1.3,0.45,0,2.272,1.942,3.895468186,11.87431153,0.039497319,27.00902298,20.01443054,0.000415611,0.874227487,0.362428225,2.968816907,88.56313196,21.85023628,101.3044469,7.359913718
22_19_5_1_res,22_19,residential,178.05,2,0.442,1.248325,0.28,0,0,0.28,100,0,0,100,1.2,1.3,0.45,0,2.272,1.942,6.472823056,3.613729859,0.066562447,26.68182574,21.6426287,0.000415611,0.874227487,0.362428225,2.854145792,107.7893497,21.45032919,123.2966835,7.51549877
22_2_0_0_res,22_2,residential,121.64,0,0.218,0.769344,0.17,0.17,0.17,0,52,62.9,49.86,0,1.197,2.508,0,1.938,2.674,1.726,6.052823022,10.03664096,0.032469428,26.69872879,22.62897412,0.000294914,0.925661208,0.522893657,2.751275374,96.1017616,9.473181887,103.819584,3.443196554
22_2_0_1_res,22_2,residential,121.64,0,0.218,0.769344,0.17,0,0.17,0.17,52.2,0,50.02,64.23,1.197,2.508,0,1.938,2.674,1.726,7.746487289,5.611805694,0.012796475,27.28402534,22.13285126,0.000294914,0.925661208,0.522893657,3.014769702,97.76025313,2.799804328,105.6112671,0.928695922
22_2_1_0_res,22_2,residential,243.28,1,0.218,0.769344,0.17,0.17,0.17,0.17,61.01,73.26,58.03,74.28,1.197,2.508,0,0,2.674,1.726,5.660867324,9.264411712,0.048212415,25.95281559,22.71314362,0.000294914,0.925661208,0.522893657,3.485324785,114.5267443,14.88340584,123.724256,4.270306718
22_2_2_0_res,22_2,residential,243.28,2,0.551,1.538688,0.17,0.17,0.17,0.17,77.45,86.4,73.79,86.93,1.197,2.508,0.466,0,2.674,1.726,6.914088881,9.503241765,0.024106987,27.96093521,21.53952929,0.000294914,0.925661208,0.522893657,2.716537387,129.6657586,19.21119287,140.0790672,7.071941272
22_4_0_2_res,22_4,residential,106.26,0,0.21,0.919836,0.27,0,0.27,0.27,50.56,0,52.54,56.22,0.764,2.116,0,0.876,2.018,1.805,6.266165571,9.694871775,0.022457929,26.74639148,20.19853681,0.000432963,0.942911792,0.370804467,2.449242613,73.84640525,9.255018838,78.31740558,3.778726856
22_4_1_0_res,22_4,residential,53.13,1,0.21,1.839671,0.27,0.27,0,0,65.2,70.28,0,0,0.764,2.116,0,0,2.018,1.805,3.982505728,6.039448742,0.013835351,27.2758688,21.30029476,0.000432963,0.942911792,0.370804467,3.31107784,98.96581241,16.08432906,104.957657,4.857732085
22_4_1_1_res,22_4,residential,53.13,1,0.21,1.839671,0,0.27,0.27,0,0,67.21,61.49,0,0.764,2.116,0,0,2.018,1.805,3.487771122,11.67640926,0.04492436,27.73771744,20.55741236,0.000432963,0.942911792,0.370804467,2.816616846,95.82340387,10.96799573,101.6249926,3.894031858
22_4_1_2_res,22_4,residential,106.26,1,0.21,0.919836,0.27,0,0.27,0.27,63.07,0,63.56,68.06,0.764,2.116,0,0,2.018,1.805,5.614235017,9.276762128,0.012257555,27.66762466,22.10267172,0.000432963,0.942911792,0.370804467,2.698589969,111.7065316,10.52863241,118.4697578,3.901530995
22_4_2_0_res,22_4,residential,106.26,2,0.543,0.919836,0.27,0,0.27,0.27,82.33,0,81.83,85.31,0.764,2.116,0.64,0,2.018,1.805,5.369448439,3.804693443,0.052101074,27.43469556,20.92966835,0.000432963,0.942911792,0.370804467,2.573881002,147.2509301,22.21001963,156.1661773,8.629000179
22_4_2_1_res,22_4,residential,106.26,2,0.543,1.839671,0.27,0.27,0.27,0,83.21,85.19,81.01,0,0.764,2.116,0.64,0,2.018,1.805,4.453303894,2.694914906,0.04775592,26.74961025,21.09727573,0.000432963,0.942911792,0.370804467,3.398052726,157.2546576,26.77452622,166.7755764,7.879373387
22_5_0_0_res,22_5,residential,52.84,0,0.191,1.710798,0,0,0.33,0.33,0,0,60.73,73.71,0.433,2.11,0,0.87,2.745,1.377,5.196967926,3.718149636,0.015246769,26.77901253,22.56038189,0.000352778,0.853635367,0.341725203,3.288354117,89.2381743,8.570888153,104.5389844,2.606437095
22_5_0_1_res,22_5,residential,52.84,0,0.191,1.710798,0.33,0,0,0.33,60.01,0,0,73.3,0.433,2.11,0,0.87,2.745,1.377,1.783007862,2.755784605,0.053054041,27.98848121,21.12222825,0.000352778,0.853635367,0.341725203,3.029283547,80.18985651,1.977754317,93.93923872,0.652878572
22_5_0_2_res,22_5,residential,105.68,0,0.191,0.855399,0.33,0.33,0.33,0,56.59,59.68,55.43,0,0.433,2.11,0,0.87,2.745,1.377,6.008455014,10.52424984,0.061241985,26.22944729,22.82186566,0.000352778,0.853635367,0.341725203,2.834528928,107.2664153,12.36215715,125.6583543,4.361273942
22_5_1_0_res,22_5,residential,105.68,1,0.191,0.855399,0.33,0.33,0.33,0,73.03,76.16,72.32,0,0.433,2.11,0,0,2.745,1.377,4.414962601,8.870294334,0.03998202,27.42425086,21.47035899,0.000352778,0.853635367,0.341725203,2.640158445,60.31400646,16.39431716,70.65546813,6.20959594
22_5_1_1_res,22_5,residential,105.68,1,0.191,1.710798,0.33,0,0.33,0.33,74.91,0,75.37,85.52,0.433,2.11,0,0,2.745,1.377,7.257746594,3.705799487,0.066019999,25.54025077,22.01227601,0.000352778,0.853635367,0.341725203,3.464471229,86.03423536,17.31934378,100.7856969,4.999130497
22_5_2_0_res,22_5,residential,105.68,2,0.524,0.855399,0.33,0.33,0.33,0,98.21,98.27,98.15,0,0.433,2.11,0.274,0,2.745,1.377,1.839800761,9.268811493,0.013260578,27.85182928,20.13538369,0.000352778,0.853635367,0.341725203,3.00238419,90.29820724,22.24961196,105.780771,7.410647855
22_5_2_1_res,22_5,residential,105.68,2,0.524,0.855399,0.33,0,0.33,0.33,98.65,0,98.65,99.28,0.433,2.11,0.274,0,2.745,1.377,4.734849155,3.089653001,0.019267465,27.27130036,22.75366198,0.000352778,0.853635367,0.341725203,2.65456626,136.8336594,18.49115937,160.2952089,6.965793112
22_6_0_0_res,22_6,residential,60.97,0,0.174,1.594406,0,0,0.34,0.34,0,0,48.56,51.74,0.278,2.704,0,0.554,2.415,1.844,2.646761377,4.583700152,0.050150562,27.60251173,22.30449572,0.000443091,0.872477975,0.638189484,3.088836819,96.68968463,9.134164322,110.8219204,2.957153407
22_6_0_1_res,22_6,residential,60.97,0,0.174,1.594406,0.34,0,0,0.34,46.82,0,0,51.84,0.278,2.704,0,0.554,2.415,1.844,6.023463831,5.775395471,0.051748515,26.94349313,21.02334553,0.000443091,0.872477975,0.638189484,2.730279465,79.51489239,8.63618683,91.13684782,3.163114597
