buildingID,UnitID,verticalPos,formFactor,floorArea,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,T_heating,NumberOfPeople,LPD,EPD,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,SHGC,Infiltration,COP_boiler,Q_heating,heating_Ideal loads (kWh/m2)
1_0,1_0_0_0_res,0,0.282,40.2,1.756794,0.0,0.0,0.14,0.14,0.0,0.0,53.21,52.73,22.26,0.012,6.839,7.338,1.475,2.915,0.0,0.765,2.067,1.627,0.3252,0.00048,0.9,264.15007,237.735063
1_0,1_0_0_1_res,0,0.282,40.2,1.756794,0.0,0.14,0.14,0.0,0.0,61.76,58.43,0.0,20.04,0.046,4.426,3.075,1.475,2.915,0.0,0.765,2.067,1.627,0.3252,0.00048,0.9,210.024971,189.022474
1_0,1_0_0_2_res,0,0.282,40.2,1.756794,0.14,0.14,0.0,0.0,53.21,52.73,0.0,0.0,22.92,0.031,3.682,6.177,1.475,2.915,0.0,0.765,2.067,1.627,0.3252,0.00048,0.9,296.010506,266.409455
1_0,1_0_0_3_res,0,0.282,40.2,1.756794,0.14,0.0,0.0,0.14,58.41,0.0,0.0,61.76,21.68,0.049,7.918,4.241,1.475,2.915,0.0,0.765,2.067,1.627,0.3252,0.00048,0.9,242.140581,217.926523
1_0,1_0_1_0_res,1,0.282,40.2,1.756794,0.14,0.14,0.0,0.0,64.8,64.06,0.0,0.0,20.29,0.008,10.513,4.589,1.475,2.915,0.0,0.0,2.067,1.627,0.3252,0.00048,0.9,210.955711,189.86014
1_0,1_0_1_1_res,1,0.282,40.2,1.756794,0.0,0.0,0.14,0.14,0.0,0.0,64.8,64.06,21.97,0.056,8.935,3.572,1.475,2.915,0.0,0.0,2.067,1.627,0.3252,0.00048,0.9,241.436676,217.293009
1_0,1_0_1_2_res,1,0.282,40.2,1.756794,0.0,0.14,0.14,0.0,0.0,71.89,69.35,0.0,21.45,0.061,8.512,6.255,1.475,2.915,0.0,0.0,2.067,1.627,0.3252,0.00048,0.9,215.266568,193.739911
1_0,1_0_1_3_res,1,0.282,40.2,1.756794,0.14,0.0,0.0,0.14,69.38,0.0,0.0,71.89,22.5,0.032,10.37,2.381,1.475,2.915,0.0,0.0,2.067,1.627,0.3252,0.00048,0.9,275.221601,247.699441
1_0,1_0_2_0_res,2,0.616,40.2,1.756794,0.0,0.14,0.14,0.0,0.0,84.88,83.43,0.0,22.45,0.035,10.68,4.148,1.475,2.915,0.398,0.0,2.067,1.627,0.3252,0.00048,0.9,360.612506,324.551255
1_0,1_0_2_1_res,2,0.616,40.2,1.756794,0.14,0.0,0.0,0.14,83.43,0.0,0.0,84.88,22.61,0.044,4.769,3.888,1.475,2.915,0.398,0.0,2.067,1.627,0.3252,0.00048,0.9,395.836095,356.252485
1_0,1_0_2_2_res,2,0.616,40.2,1.756794,0.0,0.0,0.14,0.14,0.0,0.0,80.79,79.9,21.96,0.048,6.871,6.902,1.475,2.915,0.398,0.0,2.067,1.627,0.3252,0.00048,0.9,343.313496,308.982146
1_0,1_0_2_3_res,2,0.616,40.2,1.756794,0.14,0.14,0.0,0.0,80.79,79.9,0.0,0.0,23.23,0.028,2.97,4.357,1.475,2.915,0.398,0.0,2.067,1.627,0.3252,0.00048,0.9,429.761473,386.785326
1_1,1_1_0_0_res,0,0.192,80.5,0.874773,0.14,0.14,0.0,0.0,69.45,72.21,0.0,0.0,21.72,0.029,8.866,6.648,0.468,2.908,0.0,0.758,2.9,1.812,0.6224,0.00046,0.82,115.256632,94.510438
1_1,1_1_0_1_res,0,0.192,80.5,0.874773,0.14,0.0,0.0,0.14,72.66,0.0,0.0,65.39,22.71,0.047,3.074,6.999,0.468,2.908,0.0,0.758,2.9,1.812,0.6224,0.00046,0.82,144.06904,118.136613
1_1,1_1_0_2_res,0,0.192,80.5,0.874773,0.0,0.14,0.14,0.0,0.0,78.45,74.96,0.0,21.12,0.021,11.028,5.793,0.468,2.908,0.0,0.758,2.9,1.812,0.6224,0.00046,0.82,104.70466,85.857821
1_1,1_1_0_3_res,0,0.192,80.5,0.874773,0.0,0.0,0.14,0.14,0.0,0.0,68.56,60.18,22.27,0.025,11.705,3.343,0.468,2.908,0.0,0.758,2.9,1.812,0.6224,0.00046,0.82,132.719649,108.830112
1_1,1_1_1_0_res,1,0.192,80.5,0.874773,0.0,0.14,0.14,0.0,0.0,85.02,82.5,0.0,21.35,0.048,11.084,2.619,0.468,2.908,0.0,0.0,2.9,1.812,0.6224,0.00046,0.82,101.431749,83.174034
1_1,1_1_1_1_res,1,0.192,80.5,0.874773,0.0,0.0,0.14,0.14,0.0,0.0,77.53,69.09,23.23,0.059,5.362,6.79,0.468,2.908,0.0,0.0,2.9,1.812,0.6224,0.00046,0.82,130.882762,107.323865
1_1,1_1_1_2_res,1,0.192,161.1,0.874773,0.14,0.14,0.0,0.14,79.51,79.59,0.0,73.11,23.13,0.018,3.219,5.717,0.468,2.908,0.0,0.0,2.9,1.812,0.6224,0.00046,0.82,156.273554,128.144315
1_1,1_1_2_0_res,2,0.525,80.5,0.874773,0.0,0.14,0.14,0.0,0.0,92.64,91.24,0.0,23.47,0.032,3.392,5.746,0.468,2.908,0.383,0.0,2.9,1.812,0.6224,0.00046,0.82,276.691295,226.886861
1_1,1_1_2_1_res,2,0.525,80.5,0.874773,0.0,0.0,0.14,0.14,0.0,0.0,88.58,82.79,23.36,0.01,3.86,7.948,0.468,2.908,0.383,0.0,2.9,1.812,0.6224,0.00046,0.82,271.097667,222.300087
1_1,1_1_2_2_res,2,0.525,161.1,1.749546,0.14,0.14,0.0,0.14,89.69,89.29,0.0,84.95,23.86,0.012,5.296,6.614,0.468,2.908,0.383,0.0,2.9,1.812,0.6224,0.00046,0.82,295.198332,242.062632
1_2,1_2_0_0_res,0,0.176,100.3,1.031742,0.0,0.12,0.12,0.0,0.0,60.84,72.18,0.0,20.86,0.024,6.46,5.144,0.44,3.04,0.0,1.97,2.065,1.611,0.4118,0.00042,0.84,102.597531,86.181926
1_2,1_2_0_1_res,0,0.176,100.3,1.031742,0.12,0.12,0.0,0.0,68.92,57.19,0.0,0.0,20.15,0.039,8.566,2.861,0.44,3.04,0.0,1.97,2.065,1.611,0.4118,0.00042,0.84,100.919934,84.772745
1_2,1_2_0_2_res,0,0.176,100.3,1.031742,0.0,0.0,0.12,0.12,0.0,0.0,71.84,62.28,23.04,0.037,4.35,6.201,0.44,3.04,0.0,1.97,2.065,1.611,0.4118,0.00042,0.84,140.72118,118.205791
1_2,1_2_0_3_res,0,0.176,100.3,1.031742,0.12,0.0,0.0,0.12,68.57,0.0,0.0,60.6,21.03,0.053,11.937,1.79,0.44,3.04,0.0,1.97,2.065,1.611,0.4118,0.00042,0.84,110.763936,93.041706
1_2,1_2_1_0_res,1,0.176,100.3,1.031742,0.0,0.12,0.12,0.0,0.0,68.84,79.61,0.0,23.53,0.017,10.974,6.502,0.44,3.04,0.0,0.0,2.065,1.611,0.4118,0.00042,0.84,135.652854,113.948397
1_2,1_2_1_1_res,1,0.176,100.3,1.031742,0.12,0.12,0.0,0.0,77.15,65.7,0.0,0.0,22.06,0.028,4.372,4.985,0.44,3.04,0.0,0.0,2.065,1.611,0.4118,0.00042,0.84,137.387168,115.405221
1_2,1_2_1_2_res,1,0.176,100.3,1.031742,0.0,0.0,0.12,0.12,0.0,0.0,79.54,70.75,23.53,0.04,4.96,3.291,0.44,3.04,0.0,0.0,2.065,1.611,0.4118,0.00042,0.84,145.529839,122.245065
1_2,1_2_1_3_res,1,0.176,100.3,1.031742,0.12,0.0,0.0,0.12,77.06,0.0,0.0,69.37,20.26,0.049,8.039,3.114,0.44,3.04,0.0,0.0,2.065,1.611,0.4118,0.00042,0.84,88.233489,74.11613
1_2,1_2_2_0_res,2,0.509,100.3,1.031742,0.0,0.0,0.12,0.12,0.0,0.0,88.63,82.37,22.07,0.03,5.204,4.627,0.44,3.04,0.279,0.0,2.065,1.611,0.4118,0.00042,0.84,216.118477,181.539521
1_2,1_2_2_1_res,2,0.509,100.3,1.031742,0.12,0.0,0.0,0.12,87.27,0.0,0.0,81.42,22.94,0.031,10.608,3.789,0.44,3.04,0.279,0.0,2.065,1.611,0.4118,0.00042,0.84,242.147299,203.403732
1_2,1_2_2_2_res,2,0.509,200.7,1.031742,0.12,0.12,0.12,0.0,87.06,77.93,88.61,0.0,20.45,0.029,3.586,6.009,0.44,3.04,0.279,0.0,2.065,1.611,0.4118,0.00042,0.84,190.612058,160.114128
1_3,1_3_0_0_res,0,0.17,105.2,1.030633,0.13,0.13,0.0,0.0,68.41,62.63,0.0,0.0,23.3,0.027,9.605,7.348,0.285,2.495,0.0,0.445,2.972,1.675,0.3463,0.00044,0.93,100.540524,93.502687
1_3,1_3_0_1_res,0,0.17,105.2,1.030633,0.13,0.0,0.0,0.13,67.69,0.0,0.0,55.67,22.74,0.049,8.289,7.688,0.285,2.495,0.0,0.445,2.972,1.675,0.3463,0.00044,0.93,84.917376,78.97316
1_3,1_3_0_2_res,0,0.17,105.2,1.030633,0.0,0.0,0.13,0.13,0.0,0.0,64.68,54.33,21.39,0.046,10.365,5.178,0.285,2.495,0.0,0.445,2.972,1.675,0.3463,0.00044,0.93,67.547644,62.819309
1_3,1_3_0_3_res,0,0.17,105.2,1.030633,0.0,0.13,0.13,0.0,0.0,59.91,68.1,0.0,23.87,0.046,4.55,4.318,0.285,2.495,0.0,0.445,2.972,1.675,0.3463,0.00044,0.93,127.173743,118.271581
1_3,1_3_1_0_res,1,0.17,105.2,1.030633,0.0,0.0,0.13,0.13,0.0,0.0,74.85,63.62,23.29,0.026,3.823,5.667,0.285,2.495,0.0,0.0,2.972,1.675,0.3463,0.00044,0.93,119.777644,111.393209
1_3,1_3_1_1_res,1,0.17,105.2,1.030633,0.13,0.13,0.0,0.0,77.84,72.1,0.0,0.0,20.98,0.028,9.12,3.47,0.285,2.495,0.0,0.0,2.972,1.675,0.3463,0.00044,0.93,79.793301,74.20777
1_3,1_3_1_2_res,1,0.17,105.2,1.030633,0.13,0.0,0.0,0.13,76.8,0.0,0.0,64.38,22.63,0.048,3.57,4.587,0.285,2.495,0.0,0.0,2.972,1.675,0.3463,0.00044,0.93,111.258306,103.470224
1_3,1_3_1_3_res,1,0.17,105.2,1.030633,0.0,0.13,0.13,0.0,0.0,69.9,77.27,0.0,20.99,0.013,2.601,3.779,0.285,2.495,0.0,0.0,2.972,1.675,0.3463,0.00044,0.93,92.161159,85.709878
1_3,1_3_2_0_res,2,0.503,105.2,1.030633,0.13,0.0,0.0,0.13,87.68,0.0,0.0,78.22,20.48,0.017,6.943,2.617,0.285,2.495,0.399,0.0,2.972,1.675,0.3463,0.00044,0.93,191.673062,178.255947
1_3,1_3_2_1_res,2,0.503,105.2,1.030633,0.0,0.13,0.13,0.0,0.0,82.98,88.06,0.0,21.74,0.045,11.011,1.842,0.285,2.495,0.399,0.0,2.972,1.675,0.3463,0.00044,0.93,194.253318,180.655586
1_3,1_3_2_2_res,2,0.503,105.2,1.030633,0.13,0.13,0.0,0.0,88.34,84.35,0.0,0.0,22.65,0.009,8.206,7.145,0.285,2.495,0.399,0.0,2.972,1.675,0.3463,0.00044,0.93,214.593905,199.572331
1_3,1_3_2_3_res,2,0.503,105.2,1.030633,0.0,0.0,0.13,0.13,0.0,0.0,86.64,77.95,21.7,0.065,2.822,6.888,0.285,2.495,0.399,0.0,2.972,1.675,0.3463,0.00044,0.93,180.52827,167.891291
1_4,1_4_0_0_res,0,0.178,94.1,0.686101,0.15,0.15,0.0,0.0,69.0,59.56,0.0,0.0,22.62,0.062,4.352,2.71,0.448,2.468,0.0,0.418,1.885,1.809,0.3143,0.00045,0.91,137.415953,125.048517
1_4,1_4_0_1_res,0,0.178,94.1,0.686101,0.15,0.0,0.0,0.15,74.24,0.0,0.0,83.1,22.77,0.043,3.626,5.082,0.448,2.468,0.0,0.418,1.885,1.809,0.3143,0.00045,0.91,131.479012,119.645901
1_4,1_4_0_2_res,0,0.178,94.1,0.686101,0.0,0.15,0.15,0.0,0.0,64.21,71.68,0.0,20.56,0.019,8.173,6.789,0.448,2.468,0.0,0.418,1.885,1.809,0.3143,0.00045,0.91,90.362345,82.229734
1_4,1_4_0_3_res,0,0.178,94.1,0.686101,0.0,0.0,0.15,0.15,0.0,0.0,73.45,81.6,23.08,0.036,5.625,3.009,0.448,2.468,0.0,0.418,1.885,1.809,0.3143,0.00045,0.91,137.394049,125.028585
1_4,1_4_1_0_res,1,0.178,94.1,0.686101,0.15,0.15,0.0,0.0,75.19,66.03,0.0,0.0,20.33,0.031,10.848,4.732,0.448,2.468,0.0,0.0,1.885,1.809,0.3143,0.00045,0.91,84.683821,77.062277
1_4,1_4_1_1_res,1,0.178,94.1,0.686101,0.15,0.0,0.0,0.15,79.8,0.0,0.0,87.61,20.31,0.057,5.921,7.316,0.448,2.468,0.0,0.0,1.885,1.809,0.3143,0.00045,0.91,72.537661,66.009272
1_4,1_4_1_2_res,1,0.178,94.1,0.686101,0.0,0.15,0.15,0.0,0.0,70.02,77.38,0.0,20.36,0.021,6.563,2.254,0.448,2.468,0.0,0.0,1.885,1.809,0.3143,0.00045,0.91,102.760622,93.512166
1_4,1_4_1_3_res,1,0.178,94.1,0.686101,0.0,0.0,0.15,0.15,0.0,0.0,79.24,86.48,23.01,0.066,5.203,5.035,0.448,2.468,0.0,0.0,1.885,1.809,0.3143,0.00045,0.91,120.469638,109.627371
1_4,1_4_2_0_res,2,0.512,94.1,0.686101,0.0,0.15,0.15,0.0,0.0,79.29,85.85,0.0,23.66,0.051,8.414,6.35,0.448,2.468,0.383,0.0,1.885,1.809,0.3143,0.00045,0.91,243.522832,221.605777
1_4,1_4_2_1_res,2,0.512,94.1,0.686101,0.0,0.0,0.15,0.15,0.0,0.0,87.04,92.13,21.51,0.066,7.548,2.528,0.448,2.468,0.383,0.0,1.885,1.809,0.3143,0.00045,0.91,200.830912,182.75613
1_4,1_4_2_2_res,2,0.512,188.1,0.686101,0.15,0.15,0.0,0.15,85.52,76.42,0.0,92.73,23.01,0.013,6.271,7.02,0.448,2.468,0.383,0.0,1.885,1.809,0.3143,0.00045,0.91,242.341065,220.530369
1_5,1_5_0_0_res,0,0.175,90.0,0.638473,0.19,0.19,0.0,0.0,65.74,68.73,0.0,0.0,20.36,0.045,3.907,6.492,0.393,1.953,0.0,0.373,2.915,1.972,0.5216,0.00032,0.93,66.330711,61.687561
1_5,1_5_0_1_res,0,0.175,90.0,0.638473,0.19,0.0,0.0,0.19,65.71,0.0,0.0,69.51,23.53,0.01,5.18,5.796,0.393,1.953,0.0,0.373,2.915,1.972,0.5216,0.00032,0.93,128.71994,119.709544
1_5,1_5_0_2_res,0,0.175,90.0,0.638473,0.0,0.19,0.19,0.0,0.0,69.51,65.71,0.0,20.11,0.046,7.799,5.206,0.393,1.953,0.0,0.373,2.915,1.972,0.5216,0.00032,0.93,60.196767,55.982994
1_5,1_5_0_3_res,0,0.175,90.0,0.638473,0.0,0.0,0.19,0.19,0.0,0.0,65.74,68.73,22.78,0.023,5.327,7.116,0.393,1.953,0.0,0.373,2.915,1.972,0.5216,0.00032,0.93,97.874027,91.022845
1_5,1_5_1_0_res,1,0.175,90.0,0.638473,0.19,0.19,0.0,0.0,74.5,77.64,0.0,0.0,23.05,0.027,9.238,2.85,0.393,1.953,0.0,0.0,2.915,1.972,0.5216,0.00032,0.93,118.640682,110.335835
1_5,1_5_1_1_res,1,0.175,90.0,0.638473,0.19,0.0,0.0,0.19,74.74,0.0,0.0,78.27,21.81,0.044,2.889,3.913,0.393,1.953,0.0,0.0,2.915,1.972,0.5216,0.00032,0.93,92.808625,86.312021
1_5,1_5_1_2_res,1,0.175,90.0,0.638473,0.0,0.19,0.19,0.0,0.0,78.27,74.69,0.0,22.12,0.02,7.416,4.838,0.393,1.953,0.0,0.0,2.915,1.972,0.5216,0.00032,0.93,91.593845,85.182276
1_5,1_5_1_3_res,1,0.175,90.0,0.638473,0.0,0.0,0.19,0.19,0.0,0.0,74.5,77.64,23.29,0.012,5.706,1.757,0.393,1.953,0.0,0.0,2.915,1.972,0.5216,0.00032,0.93,135.952323,126.43566
1_5,1_5_2_0_res,2,0.508,90.0,0.638473,0.0,0.19,0.19,0.0,0.0,88.44,86.29,0.0,23.48,0.05,3.655,3.365,0.393,1.953,0.38,0.0,2.915,1.972,0.5216,0.00032,0.93,207.822597,193.275016
1_5,1_5_2_1_res,2,0.508,90.0,0.638473,0.0,0.0,0.19,0.19,0.0,0.0,86.01,88.2,20.74,0.033,2.951,6.407,0.393,1.953,0.38,0.0,2.915,1.972,0.5216,0.00032,0.93,149.059512,138.625347
1_5,1_5_2_2_res,2,0.508,179.9,0.638473,0.19,0.19,0.0,0.19,85.66,88.2,0.0,88.44,22.78,0.015,6.007,3.371,0.393,1.953,0.38,0.0,2.915,1.972,0.5216,0.00032,0.93,200.823916,186.766242
2_6,1_6_0_0_res,0,0.25,110.1,1.111711,0.0,0.11,0.11,0.11,0.0,64.59,68.65,65.86,21.68,0.038,9.793,1.767,2.939,3.269,0.0,0.739,1.721,1.794,0.5083,0.00035,0.92,235.259606,216.438838
2_6,1_6_0_1_res,0,0.25,110.1,1.111711,0.11,0.11,0.0,0.11,71.63,64.9,0.0,69.58,20.41,0.049,5.758,1.803,2.939,3.269,0.0,0.739,1.721,1.794,0.5083,0.00035,0.92,228.490108,210.210899
2_6,1_6_1_0_res,1,0.25,110.1,1.111711,0.0,0.11,0.11,0.11,0.0,73.06,77.35,75.15,23.33,0.019,11.049,5.292,2.939,3.269,0.0,0.0,1.721,1.794,0.5083,0.00035,0.92,262.417064,241.423699
2_6,1_6_1_1_res,1,0.25,110.1,1.111711,0.11,0.11,0.0,0.11,79.51,73.53,0.0,77.9,21.77,0.034,11.976,4.338,2.939,3.269,0.0,0.0,1.721,1.794,0.5083,0.00035,0.92,237.755282,218.734859
2_6,1_6_2_0_res,2,0.584,220.2,1.111711,0.11,0.11,0.11,0.11,88.79,83.3,87.55,86.99,22.38,0.008,5.454,2.744,2.939,3.269,0.396,0.0,1.721,1.794,0.5083,0.00035,0.92,356.622238,328.092459
2_7,1_7_0_0_res,0,0.204,68.3,1.14893,0.16,0.16,0.0,0.0,69.56,65.92,0.0,0.0,22.35,0.051,9.191,5.324,0.639,2.869,0.0,0.539,2.497,1.527,0.3291,0.00034,0.89,134.103077,119.351738
2_7,1_7_0_1_res,0,0.204,68.3,1.14893,0.0,0.16,0.16,0.0,0.0,63.76,67.59,0.0,21.08,0.05,5.062,7.334,0.639,2.869,0.0,0.539,2.497,1.527,0.3291,0.00034,0.89,101.835298,90.633415
2_7,1_7_0_2_res,0,0.204,136.6,0.574465,0.16,0.0,0.16,0.16,66.9,0.0,67.36,59.64,23.07,0.049,4.464,6.409,0.639,2.869,0.0,0.539,2.497,1.527,0.3291,0.00034,0.89,140.6754,125.201106
2_7,1_7_1_0_res,1,0.204,68.3,1.14893,0.16,0.16,0.0,0.0,78.8,75.92,0.0,0.0,20.85,0.027,8.467,1.789,0.639,2.869,0.0,0.0,2.497,1.527,0.3291,0.00034,0.89,128.059431,113.972893
2_7,1_7_1_1_res,1,0.204,68.3,1.14893,0.0,0.16,0.16,0.0,0.0,74.16,77.43,0.0,22.28,0.043,2.891,2.225,0.639,2.869,0.0,0.0,2.497,1.527,0.3291,0.00034,0.89,156.791902,139.544793
2_7,1_7_1_2_res,1,0.204,136.6,0.574465,0.16,0.0,0.16,0.16,76.73,0.0,77.16,70.15,23.21,0.039,10.241,4.641,0.639,2.869,0.0,0.0,2.497,1.527,0.3291,0.00034,0.89,143.848316,128.025001
2_7,1_7_2_0_res,1,0.204,136.6,0.574465,0.16,0.0,0.16,0.16,88.24,0.0,88.42,84.18,20.77,0.022,4.82,6.601,0.639,2.869,0.0,0.0,2.497,1.527,0.3291,0.00034,0.89,117.491484,104.567421
2_7,1_7_2_1_res,1,0.204,136.6,1.14893,0.16,0.16,0.16,0.0,89.66,86.68,88.82,0.0,20.38,0.019,9.898,4.299,0.639,2.869,0.0,0.0,2.497,1.527,0.3291,0.00034,0.89,111.416838,99.160986
2_7,1_7_3_0_res,2,0.537,136.6,0.574465,0.16,0.0,0.16,0.16,100.0,0.0,100.0,100.0,20.49,0.045,6.502,2.416,0.639,2.869,0.307,0.0,2.497,1.527,0.3291,0.00034,0.89,205.339784,182.752408
2_7,1_7_3_1_res,2,0.537,136.6,0.574465,0.16,0.16,0.16,0.0,100.0,100.0,100.0,0.0,21.24,0.022,11.198,7.488,0.639,2.869,0.307,0.0,2.497,1.527,0.3291,0.00034,0.89,194.476717,173.084278
2_8,1_8_0_0_res,0,0.18,83.5,0.845117,0.0,0.0,0.18,0.18,0.0,0.0,69.78,68.96,20.4,0.058,6.214,6.595,0.273,2.843,0.0,0.693,1.896,1.658,0.7429,0.00039,0.93,62.845794,58.446588
2_8,1_8_0_1_res,0,0.18,83.5,0.845117,0.0,0.18,0.18,0.0,0.0,64.45,68.41,0.0,23.9,0.018,10.69,7.915,0.273,2.843,0.0,0.693,1.896,1.658,0.7429,0.00039,0.93,121.472908,112.969805
2_8,1_8_0_2_res,0,0.18,83.5,0.845117,0.18,0.0,0.0,0.18,67.68,0.0,0.0,65.31,21.2,0.038,8.828,7.131,0.273,2.843,0.0,0.693,1.896,1.658,0.7429,0.00039,0.93,77.634848,72.200408
2_8,1_8_0_3_res,0,0.18,83.5,0.845117,0.18,0.18,0.0,0.0,67.43,65.23,0.0,0.0,21.27,0.038,6.727,2.36,0.273,2.843,0.0,0.693,1.896,1.658,0.7429,0.00039,0.93,96.478644,89.725139
2_8,1_8_1_0_res,1,0.18,83.5,0.845117,0.18,0.0,0.0,0.18,78.09,0.0,0.0,75.87,23.42,0.03,3.326,7.542,0.273,2.843,0.0,0.0,1.896,1.658,0.7429,0.00039,0.93,122.5164,113.940252
2_8,1_8_1_1_res,1,0.18,83.5,0.845117,0.18,0.18,0.0,0.0,78.05,75.84,0.0,0.0,23.86,0.035,8.313,3.32,0.273,2.843,0.0,0.0,1.896,1.658,0.7429,0.00039,0.93,141.636159,131.721627
2_8,1_8_1_2_res,1,0.18,167.1,0.845117,0.0,0.18,0.18,0.18,0.0,75.2,78.71,78.57,22.91,0.024,5.397,3.961,0.273,2.843,0.0,0.0,1.896,1.658,0.7429,0.00039,0.93,109.549961,101.881464
2_8,1_8_2_0_res,2,0.513,83.5,0.845117,0.18,0.0,0.0,0.18,90.07,0.0,0.0,88.68,21.87,0.032,9.44,4.904,0.273,2.843,0.403,0.0,1.896,1.658,0.7429,0.00039,0.93,187.65596,174.520043
2_8,1_8_2_1_res,2,0.513,83.5,0.845117,0.18,0.18,0.0,0.0,89.95,88.56,0.0,0.0,21.09,0.012,6.848,5.42,0.273,2.843,0.403,0.0,1.896,1.658,0.7429,0.00039,0.93,182.230838,169.474679
2_8,1_8_2_2_res,2,0.513,167.1,1.690234,0.0,0.18,0.18,0.18,0.0,88.34,90.35,89.99,22.33,0.055,6.526,5.31,0.273,2.843,0.403,0.0,1.896,1.658,0.7429,0.00039,0.93,178.298625,165.817721
2_9,1_9_0_0_res,0,0.169,108.8,0.926887,0.0,0.12,0.12,0.0,0.0,67.28,69.66,0.0,21.56,0.057,11.605,2.677,0.47,2.02,0.0,1.71,1.969,2.03,0.5088,0.00039,0.84,95.789422,80.463115
2_9,1_9_0_1_res,0,0.169,108.8,0.926887,0.12,0.12,0.0,0.0,64.82,64.87,0.0,0.0,21.26,0.025,9.608,4.115,0.47,2.02,0.0,1.71,1.969,2.03,0.5088,0.00039,0.84,105.980977,89.024021
2_9,1_9_0_2_res,0,0.169,108.8,0.926887,0.12,0.0,0.0,0.12,69.69,0.0,0.0,67.25,20.62,0.016,11.32,3.136,0.47,2.02,0.0,1.71,1.969,2.03,0.5088,0.00039,0.84,99.966421,83.971793
2_9,1_9_0_3_res,0,0.169,108.8,0.926887,0.0,0.0,0.12,0.12,0.0,0.0,64.86,65.02,22.29,0.037,4.759,4.936,0.47,2.02,0.0,1.71,1.969,2.03,0.5088,0.00039,0.84,125.622574,105.522962
2_9,1_9_1_0_res,1,0.169,108.8,0.926887,0.12,0.0,0.0,0.12,79.48,0.0,0.0,77.52,20.83,0.036,11.719,1.873,0.47,2.02,0.0,0.0,1.969,2.03,0.5088,0.00039,0.84,92.787345,77.94137
2_9,1_9_1_1_res,1,0.169,108.8,0.926887,0.12,0.12,0.0,0.0,75.38,75.92,0.0,0.0,20.42,0.064,3.97,5.876,0.47,2.02,0.0,0.0,1.969,2.03,0.5088,0.00039,0.84,67.548427,56.740679
2_9,1_9_1_2_res,1,0.169,108.8,0.926887,0.0,0.0,0.12,0.12,0.0,0.0,75.38,76.04,21.06,0.045,4.875,2.666,0.47,2.02,0.0,0.0,1.969,2.03,0.5088,0.00039,0.84,93.633,78.65172
2_9,1_9_1_3_res,1,0.169,108.8,0.926887,0.0,0.12,0.12,0.0,0.0,77.59,79.41,0.0,20.38,0.039,9.934,5.835,0.47,2.02,0.0,0.0,1.969,2.03,0.5088,0.00039,0.84,66.65441,55.989704
2_9,1_9_2_0_res,1,0.169,108.8,0.926887,0.12,0.0,0.0,0.12,91.12,0.0,0.0,90.49,21.34,0.049,7.814,4.23,0.47,2.02,0.0,0.0,1.969,2.03,0.5088,0.00039,0.84,93.384382,78.442881
2_9,1_9_2_1_res,1,0.169,108.8,0.926887,0.12,0.12,0.0,0.0,88.95,89.52,0.0,0.0,23.75,0.052,10.348,5.35,0.47,2.02,0.0,0.0,1.969,2.03,0.5088,0.00039,0.84,122.244847,102.685672
2_9,1_9_2_2_res,1,0.169,108.8,0.926887,0.0,0.0,0.12,0.12,0.0,0.0,88.98,89.55,21.95,0.026,6.353,3.472,0.47,2.02,0.0,0.0,1.969,2.03,0.5088,0.00039,0.84,105.843648,88.908664
2_9,1_9_2_3_res,1,0.169,108.8,0.926887,0.0,0.12,0.12,0.0,0.0,90.39,91.15,0.0,20.25,0.017,2.504,3.711,0.47,2.02,0.0,0.0,1.969,2.03,0.5088,0.00039,0.84,90.902292,76.357925
2_9,1_9_3_0_res,2,0.502,108.8,0.926887,0.12,0.12,0.0,0.0,100.0,100.0,0.0,0.0,22.54,0.026,9.864,2.203,0.47,2.02,0.383,0.0,1.969,2.03,0.5088,0.00039,0.84,220.282973,185.037697
2_9,1_9_3_1_res,2,0.502,108.8,0.926887,0.0,0.0,0.12,0.12,0.0,0.0,100.0,100.0,23.47,0.026,10.713,2.289,0.47,2.02,0.383,0.0,1.969,2.03,0.5088,0.00039,0.84,235.825491,198.093412
2_9,1_9_3_2_res,2,0.502,108.8,0.926887,0.0,0.12,0.12,0.0,0.0,100.0,100.0,0.0,22.58,0.015,5.616,7.192,0.47,2.02,0.383,0.0,1.969,2.03,0.5088,0.00039,0.84,213.132971,179.031696
2_9,1_9_3_3_res,2,0.502,108.8,0.926887,0.12,0.0,0.0,0.12,100.0,0.0,0.0,100.0,20.81,0.048,8.099,7.575,0.47,2.02,0.383,0.0,1.969,2.03,0.5088,0.00039,0.84,166.549636,139.901694
2_0,2_0_0_0_res,0,0.164,113.4,1.146567,0.0,0.13,0.13,0.0,0.0,71.65,79.14,0.0,21.6,0.01,2.935,2.86,0.416,2.887,0.0,0.776,2.84,1.876,0.5074,0.00031,0.91,103.127884,93.846374
2_0,2_0_0_1_res,0,0.164,113.4,1.146567,0.13,0.13,0.0,0.0,77.7,70.23,0.0,0.0,20.55,0.037,10.098,2.348,0.416,2.887,0.0,0.776,2.84,1.876,0.5074,0.00031,0.91,71.506106,65.070556
