buildingID,UnitID,verticalPos,formFactor,floorArea,AspectRatio,wwr_N,wwr_W,wwr_S,wwr_E,SE_N,SE_W,SE_S,SE_E,T_heating,NumberOfPeople,LPD,EPD,u_Wall,u_Window,u_Roof,u_GroundFloor,u_intWall,u_intFloor,SHGC,Infiltration,COP_boiler,Q_heating,heating_Ideal loads (kWh/m2)
59_9,56_9_1_1_res,1,0.21,71.8,1.10237,0.11,0.0,0.0,0.11,70.65,0.0,0.0,73.8,23.87,0.02,6.61,3.63,0.332,2.907,0.0,0.0,2.509,1.952,0.4524,0.00049,0.95,162.756274,154.61846
59_9,56_9_1_2_res,1,0.21,143.6,1.10237,0.11,0.11,0.11,0.0,70.83,73.92,68.08,0.0,22.21,0.057,5.218,3.666,0.332,2.907,0.0,0.0,2.509,1.952,0.4524,0.00049,0.95,117.79387,111.904176
59_9,56_9_2_0_res,2,0.544,71.8,1.10237,0.0,0.0,0.11,0.11,0.0,0.0,81.11,84.88,20.58,0.047,11.297,7.111,0.332,2.907,0.34,0.0,2.509,1.952,0.4524,0.00049,0.95,171.103208,162.548047
59_9,56_9_2_1_res,2,0.544,71.8,1.10237,0.11,0.0,0.0,0.11,82.73,0.0,0.0,85.24,21.35,0.027,3.726,3.625,0.332,2.907,0.34,0.0,2.509,1.952,0.4524,0.00049,0.95,224.319795,213.103805
59_9,56_9_2_2_res,2,0.544,143.6,0.551185,0.11,0.11,0.11,0.0,82.86,85.42,80.71,0.0,20.87,0.026,11.41,5.006,0.332,2.907,0.34,0.0,2.509,1.952,0.4524,0.00049,0.95,192.700831,183.06579
59_0,57_0_0_0_res,0,0.187,71.8,1.103356,0.0,0.21,0.21,0.0,0.0,83.65,79.95,0.0,20.5,0.021,5.44,5.118,1.524,4.194,0.0,0.659,2.435,1.471,0.3281,0.00038,0.92,154.640751,142.269491
59_0,57_0_0_1_res,0,0.187,71.8,1.103356,0.21,0.21,0.0,0.0,81.04,83.72,0.0,0.0,23.72,0.062,7.549,5.675,1.524,4.194,0.0,0.659,2.435,1.471,0.3281,0.00038,0.92,214.268344,197.126877
59_0,57_0_0_2_res,0,0.187,71.8,1.103356,0.0,0.0,0.21,0.21,0.0,0.0,80.25,82.07,21.65,0.012,7.05,5.041,1.524,4.194,0.0,0.659,2.435,1.471,0.3281,0.00038,0.92,185.608707,170.760011
59_0,57_0_0_3_res,0,0.187,71.8,1.103356,0.21,0.0,0.0,0.21,78.88,0.0,0.0,81.1,21.42,0.066,6.816,6.892,1.524,4.194,0.0,0.659,2.435,1.471,0.3281,0.00038,0.92,162.16208,149.189114
59_0,57_0_1_0_res,1,0.187,71.8,1.103356,0.0,0.21,0.21,0.0,0.0,88.48,85.5,0.0,23.78,0.054,11.837,7.217,1.524,4.194,0.0,0.0,2.435,1.471,0.3281,0.00038,0.92,201.492364,185.372975
59_0,57_0_1_1_res,1,0.187,71.8,1.103356,0.21,0.21,0.0,0.0,86.36,88.53,0.0,0.0,22.03,0.037,5.001,4.257,1.524,4.194,0.0,0.0,2.435,1.471,0.3281,0.00038,0.92,189.552632,174.388421
59_0,57_0_1_2_res,1,0.187,71.8,1.103356,0.0,0.0,0.21,0.21,0.0,0.0,85.72,87.25,21.51,0.054,4.176,2.312,1.524,4.194,0.0,0.0,2.435,1.471,0.3281,0.00038,0.92,178.572583,164.286776
59_0,57_0_1_3_res,1,0.187,71.8,1.103356,0.21,0.0,0.0,0.21,84.67,0.0,0.0,86.54,20.3,0.046,5.239,4.721,1.524,4.194,0.0,0.0,2.435,1.471,0.3281,0.00038,0.92,157.449432,144.853477
59_0,57_0_2_0_res,2,0.52,71.8,1.103356,0.0,0.0,0.21,0.21,0.0,0.0,92.42,93.53,23.3,0.051,5.312,2.26,1.524,4.194,0.504,0.0,2.435,1.471,0.3281,0.00038,0.92,327.184303,301.009559
59_0,57_0_2_1_res,2,0.52,71.8,1.103356,0.21,0.0,0.0,0.21,91.86,0.0,0.0,93.18,23.27,0.04,11.693,5.674,1.524,4.194,0.504,0.0,2.435,1.471,0.3281,0.00038,0.92,315.907954,290.635318
59_0,57_0_2_2_res,2,0.52,143.7,1.103356,0.21,0.21,0.21,0.0,92.85,94.18,92.42,0.0,21.83,0.056,3.702,2.594,1.524,4.194,0.504,0.0,2.435,1.471,0.3281,0.00038,0.92,286.224628,263.326658
59_1,57_1_0_0_res,0,0.208,71.9,1.10291,0.0,0.12,0.12,0.0,0.0,83.32,81.01,0.0,21.03,0.05,4.202,6.428,0.449,2.89,0.0,0.788,2.422,1.547,0.4253,0.0004,0.91,90.667392,82.507327
59_1,57_1_0_1_res,0,0.208,71.9,1.10291,0.12,0.12,0.0,0.0,83.22,84.26,0.0,0.0,22.82,0.062,3.597,6.557,0.449,2.89,0.0,0.788,2.422,1.547,0.4253,0.0004,0.91,126.288831,114.922836
59_1,57_1_0_2_res,0,0.208,71.9,1.10291,0.0,0.0,0.12,0.12,0.0,0.0,83.85,86.31,20.71,0.059,11.399,6.309,0.449,2.89,0.0,0.788,2.422,1.547,0.4253,0.0004,0.91,78.544483,71.47548
59_1,57_1_0_3_res,0,0.208,71.9,1.10291,0.12,0.0,0.0,0.12,82.1,0.0,0.0,85.38,20.54,0.031,3.993,3.276,0.449,2.89,0.0,0.788,2.422,1.547,0.4253,0.0004,0.91,119.137771,108.415372
59_1,57_1_1_0_res,1,0.208,71.9,1.10291,0.0,0.12,0.12,0.0,0.0,89.55,87.9,0.0,23.71,0.03,11.887,3.184,0.449,2.89,0.0,0.0,2.422,1.547,0.4253,0.0004,0.91,147.302919,134.045656
59_1,57_1_1_1_res,1,0.208,71.9,1.10291,0.12,0.12,0.0,0.0,89.4,90.11,0.0,0.0,22.49,0.047,5.086,3.154,0.449,2.89,0.0,0.0,2.422,1.547,0.4253,0.0004,0.91,134.27293,122.188367
59_1,57_1_1_2_res,1,0.208,71.9,1.10291,0.0,0.0,0.12,0.12,0.0,0.0,89.74,91.55,21.64,0.037,4.544,4.157,0.449,2.89,0.0,0.0,2.422,1.547,0.4253,0.0004,0.91,120.25287,109.430112
59_1,57_1_1_3_res,1,0.208,71.9,1.10291,0.12,0.0,0.0,0.12,88.46,0.0,0.0,91.0,20.06,0.02,7.842,2.946,0.449,2.89,0.0,0.0,2.422,1.547,0.4253,0.0004,0.91,108.486972,98.723144
59_1,57_1_2_0_res,2,0.541,71.9,1.10291,0.0,0.0,0.12,0.12,0.0,0.0,96.3,97.33,20.72,0.056,9.327,2.541,0.449,2.89,0.419,0.0,2.422,1.547,0.4253,0.0004,0.91,197.078168,179.341133
59_1,57_1_2_1_res,2,0.541,71.9,1.10291,0.12,0.0,0.0,0.12,95.8,0.0,0.0,97.08,20.22,0.047,9.309,2.058,0.449,2.89,0.419,0.0,2.422,1.547,0.4253,0.0004,0.91,204.962844,186.516188
59_1,57_1_2_2_res,2,0.541,143.8,1.10291,0.12,0.12,0.12,0.0,96.42,96.89,95.89,0.0,20.65,0.033,3.592,7.626,0.449,2.89,0.419,0.0,2.422,1.547,0.4253,0.0004,0.91,189.554786,172.494855
59_2,57_2_0_0_res,0,0.208,71.9,1.10291,0.12,0.0,0.0,0.12,84.07,0.0,0.0,86.08,20.15,0.04,3.279,2.938,0.448,1.699,0.0,1.57,1.968,1.621,0.7832,0.0005,0.85,114.741041,97.529885
59_2,57_2_0_1_res,0,0.208,71.9,1.10291,0.0,0.0,0.12,0.12,0.0,0.0,82.17,85.25,23.85,0.058,3.657,4.114,0.448,1.699,0.0,1.57,1.968,1.621,0.7832,0.0005,0.85,173.943334,147.851834
59_2,57_2_0_2_res,0,0.208,71.9,1.10291,0.12,0.12,0.0,0.0,83.03,83.92,0.0,0.0,21.76,0.042,4.135,4.743,0.448,1.699,0.0,1.57,1.968,1.621,0.7832,0.0005,0.85,130.53565,110.955303
59_2,57_2_0_3_res,0,0.208,71.9,1.10291,0.0,0.12,0.12,0.0,0.0,83.33,79.71,0.0,21.42,0.016,9.286,4.331,0.448,1.699,0.0,1.57,1.968,1.621,0.7832,0.0005,0.85,111.445688,94.728835
59_2,57_2_1_0_res,1,0.208,71.9,1.10291,0.12,0.12,0.0,0.0,88.43,89.29,0.0,0.0,22.64,0.009,10.628,5.366,0.448,1.699,0.0,0.0,1.968,1.621,0.7832,0.0005,0.85,127.970468,108.774898
59_2,57_2_1_1_res,1,0.208,71.9,1.10291,0.0,0.12,0.12,0.0,0.0,88.69,86.09,0.0,23.88,0.047,7.776,6.229,0.448,1.699,0.0,0.0,1.968,1.621,0.7832,0.0005,0.85,140.451142,119.383471
59_2,57_2_1_2_res,1,0.208,143.8,1.10291,0.12,0.0,0.12,0.12,89.25,0.0,87.91,90.76,20.61,0.047,2.557,3.821,0.448,1.699,0.0,0.0,1.968,1.621,0.7832,0.0005,0.85,102.201869,86.871589
59_2,57_2_2_0_res,2,0.541,71.9,1.10291,0.12,0.12,0.0,0.0,94.92,95.2,0.0,0.0,21.95,0.037,10.182,2.846,0.448,1.699,0.338,0.0,1.968,1.621,0.7832,0.0005,0.85,235.083271,199.82078
59_2,57_2_2_1_res,2,0.541,71.9,1.10291,0.0,0.12,0.12,0.0,0.0,94.86,94.02,0.0,21.31,0.051,6.27,5.549,0.448,1.699,0.338,0.0,1.968,1.621,0.7832,0.0005,0.85,199.595826,169.656452
59_2,57_2_2_2_res,2,0.541,143.8,0.551455,0.12,0.0,0.12,0.12,95.39,0.0,94.9,95.95,22.98,0.015,6.747,5.412,0.448,1.699,0.338,0.0,1.968,1.621,0.7832,0.0005,0.85,261.620289,222.377245
61_3,57_3_0_0_res,0,0.201,71.8,1.102862,0.0,0.15,0.15,0.0,0.0,81.52,81.81,0.0,21.11,0.06,7.334,5.725,0.428,3.283,0.0,0.302,2.016,1.397,0.3118,0.00046,0.86,112.564566,96.805526
61_3,57_3_0_1_res,0,0.201,71.8,1.102862,0.15,0.15,0.0,0.0,78.59,80.07,0.0,0.0,21.89,0.016,11.798,2.866,0.428,3.283,0.0,0.302,2.016,1.397,0.3118,0.00046,0.86,147.74337,127.059299
61_3,57_3_0_2_res,0,0.201,71.8,1.102862,0.0,0.0,0.15,0.15,0.0,0.0,82.47,85.06,21.71,0.027,11.176,2.79,0.428,3.283,0.0,0.302,2.016,1.397,0.3118,0.00046,0.86,135.263951,116.326998
61_3,57_3_0_3_res,0,0.201,71.8,1.102862,0.15,0.0,0.0,0.15,80.91,0.0,0.0,85.93,23.63,0.034,3.868,3.768,0.428,3.283,0.0,0.302,2.016,1.397,0.3118,0.00046,0.86,181.87519700000001,156.412669
61_3,57_3_1_0_res,1,0.201,71.8,1.102862,0.0,0.0,0.15,0.15,0.0,0.0,89.09,90.7,20.42,0.031,11.976,5.326,0.428,3.283,0.0,0.0,2.016,1.397,0.3118,0.00046,0.86,98.041209,84.31544
61_3,57_3_1_1_res,1,0.201,71.8,1.102862,0.15,0.0,0.0,0.15,87.69,0.0,0.0,91.21,23.17,0.058,2.95,5.245,0.428,3.283,0.0,0.0,2.016,1.397,0.3118,0.00046,0.86,160.572908,138.092701
61_3,57_3_1_2_res,1,0.201,143.7,1.102862,0.15,0.15,0.15,0.0,86.05,87.59,88.62,0.0,20.09,0.027,8.016,5.452,0.428,3.283,0.0,0.0,2.016,1.397,0.3118,0.00046,0.86,107.92097,92.812034
61_3,57_3_2_0_res,2,0.534,71.8,1.102862,0.0,0.0,0.15,0.15,0.0,0.0,96.05,96.83,22.7,0.033,9.363,6.881,0.428,3.283,0.288,0.0,2.016,1.397,0.3118,0.00046,0.86,246.735189,212.192263
61_3,57_3_2_1_res,2,0.534,71.8,1.102862,0.15,0.0,0.0,0.15,95.61,0.0,0.0,97.05,21.88,0.064,7.535,3.876,0.428,3.283,0.288,0.0,2.016,1.397,0.3118,0.00046,0.86,235.790194,202.779566
61_3,57_3_2_2_res,2,0.534,143.7,0.551431,0.15,0.15,0.15,0.0,95.23,95.98,95.98,0.0,21.06,0.007,11.718,7.751,0.428,3.283,0.288,0.0,2.016,1.397,0.3118,0.00046,0.86,218.802257,188.169941
61_4,57_4_0_0_res,0,0.184,71.8,1.102343,0.0,0.22,0.22,0.0,0.0,77.58,75.97,0.0,21.59,0.052,5.776,3.077,0.393,2.893,0.0,0.814,2.393,1.633,0.7065,0.00033,0.88,111.798499,98.38268
61_4,57_4_0_1_res,0,0.184,71.8,1.102343,0.22,0.22,0.0,0.0,76.38,77.91,0.0,0.0,21.43,0.045,7.546,3.043,0.393,2.893,0.0,0.814,2.393,1.633,0.7065,0.00033,0.88,108.897425,95.829734
61_4,57_4_0_2_res,0,0.184,71.8,1.102343,0.0,0.0,0.22,0.22,0.0,0.0,76.38,77.91,21.87,0.011,5.646,4.94,0.393,2.893,0.0,0.814,2.393,1.633,0.7065,0.00033,0.88,126.630074,111.434465
61_4,57_4_0_3_res,0,0.184,71.8,1.102343,0.22,0.0,0.0,0.22,75.97,0.0,0.0,77.58,22.96,0.048,3.59,4.594,0.393,2.893,0.0,0.814,2.393,1.633,0.7065,0.00033,0.88,144.671806,127.311189
61_4,57_4_1_0_res,1,0.184,71.8,1.102343,0.0,0.22,0.22,0.0,0.0,84.9,83.83,0.0,21.98,0.027,3.976,7.691,0.393,2.893,0.0,0.0,2.393,1.633,0.7065,0.00033,0.88,113.015508,99.453647
61_4,57_4_1_1_res,1,0.184,71.8,1.102343,0.22,0.22,0.0,0.0,83.95,85.44,0.0,0.0,22.74,0.011,6.829,4.672,0.393,2.893,0.0,0.0,2.393,1.633,0.7065,0.00033,0.88,143.070338,125.901898
61_4,57_4_1_2_res,1,0.184,71.8,1.102343,0.0,0.0,0.22,0.22,0.0,0.0,83.95,85.44,20.57,0.021,4.895,5.615,0.393,2.893,0.0,0.0,2.393,1.633,0.7065,0.00033,0.88,96.402846,84.834504
61_4,57_4_1_3_res,1,0.184,71.8,1.102343,0.22,0.0,0.0,0.22,83.83,0.0,0.0,84.9,21.75,0.02,3.376,2.529,0.393,2.893,0.0,0.0,2.393,1.633,0.7065,0.00033,0.88,134.471869,118.335245
61_4,57_4_2_0_res,2,0.518,71.8,1.102343,0.0,0.0,0.22,0.22,0.0,0.0,93.33,93.76,22.17,0.027,4.767,7.727,0.393,2.893,0.463,0.0,2.393,1.633,0.7065,0.00033,0.88,208.804197,183.747694
61_4,57_4_2_1_res,2,0.518,71.8,1.102343,0.22,0.0,0.0,0.22,93.21,0.0,0.0,93.57,22.75,0.012,8.103,5.648,0.393,2.893,0.463,0.0,2.393,1.633,0.7065,0.00033,0.88,237.13903,208.682346
61_4,57_4_2_2_res,2,0.518,143.6,1.102343,0.22,0.22,0.22,0.0,93.33,93.7,93.21,0.0,20.47,0.028,7.281,3.14,0.393,2.893,0.463,0.0,2.393,1.633,0.7065,0.00033,0.88,188.285488,165.69123
61_5,57_5_0_0_res,0,0.248,82.2,0.744758,0.22,0.22,0.22,0.0,85.68,84.63,74.82,0.0,21.25,0.012,3.131,4.153,0.3,2.924,0.0,0.739,2.075,1.895,0.4594,0.00034,0.81,170.740331,138.299668
61_5,57_5_0_1_res,0,0.248,82.2,0.744758,0.22,0.0,0.22,0.22,85.79,0.0,73.77,83.95,23.57,0.038,6.654,7.587,0.3,2.924,0.0,0.739,2.075,1.895,0.4594,0.00034,0.81,200.887841,162.719151
61_5,57_5_1_0_res,1,0.248,82.2,0.744758,0.22,0.22,0.22,0.0,91.2,90.22,82.44,0.0,22.08,0.013,6.399,5.773,0.3,2.924,0.0,0.0,2.075,1.895,0.4594,0.00034,0.81,167.047171,135.308209
61_5,57_5_1_1_res,1,0.248,82.2,0.744758,0.22,0.0,0.22,0.22,91.08,0.0,81.82,89.79,20.58,0.024,2.819,4.106,0.3,2.924,0.0,0.0,2.075,1.895,0.4594,0.00034,0.81,155.435835,125.903026
61_5,57_5_2_0_res,2,0.582,82.2,0.744758,0.22,0.22,0.22,0.0,96.99,96.55,93.47,0.0,23.24,0.045,6.306,2.964,0.3,2.924,0.32,0.0,2.075,1.895,0.4594,0.00034,0.81,289.996069,234.896816
61_5,57_5_2_1_res,2,0.582,82.2,0.744758,0.22,0.0,0.22,0.22,96.95,0.0,93.25,96.49,20.46,0.042,8.496,7.148,0.3,2.924,0.32,0.0,2.075,1.895,0.4594,0.00034,0.81,210.872366,170.806616
61_6,57_6_0_0_res,0,0.201,71.8,1.102276,0.0,0.15,0.15,0.0,0.0,77.09,72.1,0.0,23.76,0.03,8.721,1.769,0.515,4.198,0.0,0.598,2.08,1.561,0.4197,0.00038,0.83,198.328394,164.612567
61_6,57_6_0_1_res,0,0.201,71.8,1.102276,0.15,0.15,0.0,0.0,69.96,77.33,0.0,0.0,20.71,0.011,6.098,6.553,0.515,4.198,0.0,0.598,2.08,1.561,0.4197,0.00038,0.83,128.082194,106.308221
61_6,57_6_0_2_res,0,0.201,71.8,1.102276,0.0,0.0,0.15,0.15,0.0,0.0,70.93,76.46,21.81,0.054,4.265,3.687,0.515,4.198,0.0,0.598,2.08,1.561,0.4197,0.00038,0.83,145.073752,120.411214
61_6,57_6_0_3_res,0,0.201,71.8,1.102276,0.15,0.0,0.0,0.15,70.79,0.0,0.0,76.56,21.81,0.045,6.537,5.606,0.515,4.198,0.0,0.598,2.08,1.561,0.4197,0.00038,0.83,139.479381,115.767886
61_6,57_6_1_0_res,1,0.201,71.8,1.102276,0.0,0.0,0.15,0.15,0.0,0.0,80.76,85.18,22.11,0.026,6.281,1.914,0.515,4.198,0.0,0.0,2.08,1.561,0.4197,0.00038,0.83,169.724263,140.871138
61_6,57_6_1_1_res,1,0.201,71.8,1.102276,0.15,0.0,0.0,0.15,80.15,0.0,0.0,85.05,22.75,0.049,4.277,5.585,0.515,4.198,0.0,0.0,2.08,1.561,0.4197,0.00038,0.83,164.744219,136.737702
61_6,57_6_1_2_res,1,0.201,143.5,1.102276,0.15,0.15,0.15,0.0,79.56,85.54,81.68,0.0,21.61,0.013,5.242,5.475,0.515,4.198,0.0,0.0,2.08,1.561,0.4197,0.00038,0.83,149.057797,123.717971
61_6,57_6_2_0_res,2,0.534,71.8,1.102276,0.0,0.0,0.15,0.15,0.0,0.0,93.14,95.01,20.08,0.062,5.689,7.998,0.515,4.198,0.485,0.0,2.08,1.561,0.4197,0.00038,0.83,201.230895,167.021643
61_6,57_6_2_1_res,2,0.534,71.8,1.102276,0.15,0.0,0.0,0.15,92.59,0.0,0.0,95.14,21.53,0.057,6.681,1.777,0.515,4.198,0.485,0.0,2.08,1.561,0.4197,0.00038,0.83,267.515867,222.03817
61_6,57_6_2_2_res,2,0.534,143.5,0.551138,0.15,0.15,0.15,0.0,92.56,95.2,93.3,0.0,20.13,0.011,9.303,6.151,0.515,4.198,0.485,0.0,2.08,1.561,0.4197,0.00038,0.83,225.861709,187.465218
61_7,57_7_0_0_res,0,0.194,71.9,1.102656,0.0,0.18,0.18,0.0,0.0,78.08,77.3,0.0,20.26,0.036,7.34,6.262,0.356,1.505,0.0,0.238,2.793,1.666,0.319,0.00042,0.83,74.767995,62.057436
61_7,57_7_0_1_res,0,0.194,71.9,1.102656,0.18,0.18,0.0,0.0,73.99,79.08,0.0,0.0,23.52,0.007,3.669,3.915,0.356,1.505,0.0,0.238,2.793,1.666,0.319,0.00042,0.83,161.429889,133.986808
61_7,57_7_0_2_res,0,0.194,71.9,1.102656,0.0,0.0,0.18,0.18,0.0,0.0,79.5,81.73,22.92,0.041,6.021,5.444,0.356,1.505,0.0,0.238,2.793,1.666,0.319,0.00042,0.83,116.542929,96.730631
61_7,57_7_0_3_res,0,0.194,71.9,1.102656,0.18,0.0,0.0,0.18,73.91,0.0,0.0,78.94,23.23,0.025,3.214,4.186,0.356,1.505,0.0,0.238,2.793,1.666,0.319,0.00042,0.83,144.269771,119.74391
61_7,57_7_1_0_res,1,0.194,71.9,1.102656,0.0,0.0,0.18,0.18,0.0,0.0,85.75,87.62,23.8,0.045,8.819,6.898,0.356,1.505,0.0,0.0,2.793,1.666,0.319,0.00042,0.83,131.529872,109.169794
61_7,57_7_1_1_res,1,0.194,71.9,1.102656,0.18,0.0,0.0,0.18,81.37,0.0,0.0,85.62,23.76,0.051,9.487,3.875,0.356,1.505,0.0,0.0,2.793,1.666,0.319,0.00042,0.83,139.191604,115.529031
61_7,57_7_1_2_res,1,0.194,143.7,1.102656,0.18,0.18,0.18,0.0,81.35,85.92,84.24,0.0,23.22,0.059,10.737,7.425,0.356,1.505,0.0,0.0,2.793,1.666,0.319,0.00042,0.83,100.989154,83.820998
61_7,57_7_2_0_res,2,0.527,71.9,1.102656,0.0,0.0,0.18,0.18,0.0,0.0,93.46,94.61,21.95,0.017,7.265,3.36,0.356,1.505,0.496,0.0,2.793,1.666,0.319,0.00042,0.83,238.123035,197.642119
61_7,57_7_2_1_res,2,0.527,71.9,1.102656,0.18,0.0,0.0,0.18,91.21,0.0,0.0,93.61,23.15,0.065,5.114,5.025,0.356,1.505,0.496,0.0,2.793,1.666,0.319,0.00042,0.83,252.529608,209.599575
61_7,57_7_2_2_res,2,0.527,143.7,0.551328,0.18,0.18,0.18,0.0,91.08,93.89,92.81,0.0,23.96,0.027,5.332,7.037,0.356,1.505,0.496,0.0,2.793,1.666,0.319,0.00042,0.83,277.448594,230.282333
61_8,57_8_0_0_res,0,0.191,71.8,1.101926,0.0,0.19,0.19,0.0,0.0,84.2,81.17,0.0,20.18,0.025,9.971,7.113,1.462,2.877,0.0,0.663,2.643,1.445,0.6807,0.00037,0.84,122.921095,103.25372
61_8,57_8_0_1_res,0,0.191,71.8,1.101926,0.19,0.19,0.0,0.0,81.75,84.56,0.0,0.0,21.38,0.051,5.238,2.021,1.462,2.877,0.0,0.663,2.643,1.445,0.6807,0.00037,0.84,175.090755,147.076234
61_8,57_8_0_2_res,0,0.191,71.8,1.101926,0.0,0.0,0.19,0.19,0.0,0.0,82.43,84.67,23.25,0.063,7.306,6.322,1.462,2.877,0.0,0.663,2.643,1.445,0.6807,0.00037,0.84,180.864553,151.926225
61_8,57_8_0_3_res,0,0.191,71.8,1.101926,0.19,0.0,0.0,0.19,80.33,0.0,0.0,83.32,20.68,0.024,10.599,2.759,1.462,2.877,0.0,0.663,2.643,1.445,0.6807,0.00037,0.84,156.97865,131.862066
61_8,57_8_1_0_res,1,0.191,71.8,1.101926,0.0,0.0,0.19,0.19,0.0,0.0,88.85,90.41,20.43,0.05,8.877,6.498,1.462,2.877,0.0,0.0,2.643,1.445,0.6807,0.00037,0.84,118.110609,99.212911
61_8,57_8_1_1_res,1,0.191,71.8,1.101926,0.19,0.0,0.0,0.19,87.21,0.0,0.0,89.46,23.34,0.015,7.15,2.638,1.462,2.877,0.0,0.0,2.643,1.445,0.6807,0.00037,0.84,231.502977,194.462501
61_8,57_8_1_2_res,1,0.191,143.6,1.101926,0.19,0.19,0.19,0.0,88.22,89.79,87.96,0.0,23.29,0.026,4.921,7.699,1.462,2.877,0.0,0.0,2.643,1.445,0.6807,0.00037,0.84,181.3127,152.302668
61_8,57_8_2_0_res,2,0.525,71.8,1.101926,0.0,0.0,0.19,0.19,0.0,0.0,96.11,96.77,21.52,0.022,11.801,7.997,1.462,2.877,0.432,0.0,2.643,1.445,0.6807,0.00037,0.84,242.360574,203.582882
61_8,57_8_2_1_res,2,0.525,71.8,1.101926,0.19,0.0,0.0,0.19,95.45,0.0,0.0,96.49,21.33,0.013,3.022,7.133,1.462,2.877,0.432,0.0,2.643,1.445,0.6807,0.00037,0.84,276.460464,232.226789
61_8,57_8_2_2_res,2,0.525,143.6,0.550963,0.19,0.19,0.19,0.0,95.83,96.61,95.77,0.0,23.92,0.013,3.823,3.008,1.462,2.877,0.432,0.0,2.643,1.445,0.6807,0.00037,0.84,341.438789,286.808583
61_0,58_0_0_0_res,0,0.336,68.1,0.865454,0.0,0.1,0.1,0.1,0.0,78.8,80.56,78.89,23.44,0.065,6.885,6.898,0.36,2.927,0.0,0.28,1.711,1.742,0.6011,0.0004,0.89,149.307251,132.883453
61_0,58_0_0_1_res,0,0.336,68.1,0.865454,0.1,0.1,0.0,0.1,80.56,78.89,0.0,78.8,22.11,0.052,4.668,7.164,0.36,2.927,0.0,0.28,1.711,1.742,0.6011,0.0004,0.89,145.943022,129.889289
61_0,58_0_1_0_res,1,0.336,68.1,0.865454,0.0,0.1,0.1,0.1,0.0,86.46,87.75,86.52,23.74,0.018,4.499,2.267,0.36,2.927,0.0,0.0,1.711,1.742,0.6011,0.0004,0.89,199.713633,177.745133
61_0,58_0_1_1_res,1,0.336,68.1,0.865454,0.1,0.1,0.0,0.1,87.75,86.52,0.0,86.46,21.92,0.054,11.819,7.05,0.36,2.927,0.0,0.0,1.711,1.742,0.6011,0.0004,0.89,122.171553,108.732682
61_0,58_0_2_0_res,2,0.669,68.1,0.865454,0.0,0.1,0.1,0.1,0.0,95.45,95.86,95.39,22.87,0.039,4.667,6.254,0.36,2.927,0.32,0.0,1.711,1.742,0.6011,0.0004,0.89,251.395325,223.741839
61_0,58_0_2_1_res,2,0.669,68.1,0.865454,0.1,0.1,0.0,0.1,95.86,95.39,0.0,95.45,23.4,0.062,6.867,7.836,0.36,2.927,0.32,0.0,1.711,1.742,0.6011,0.0004,0.89,255.041667,226.987083
61_1,58_1_0_3_res,0,0.165,83.2,0.873685,0.25,0.25,0.0,0.0,81.31,74.63,0.0,0.0,22.15,0.027,9.046,7.647,0.478,2.861,0.0,0.805,2.835,1.636,0.5514,0.00034,0.9,92.103335,82.893002
61_1,58_1_1_0_res,1,0.165,83.2,0.873685,0.25,0.0,0.0,0.25,87.46,0.0,0.0,82.83,22.85,0.024,7.216,2.116,0.478,2.861,0.0,0.0,2.835,1.636,0.5514,0.00034,0.9,108.24861,97.423749
61_1,58_1_1_1_res,1,0.165,83.2,0.873685,0.25,0.25,0.0,0.0,88.18,83.28,0.0,0.0,21.54,0.009,11.494,6.002,0.478,2.861,0.0,0.0,2.835,1.636,0.5514,0.00034,0.9,96.64168,86.977512
61_1,58_1_1_2_res,1,0.165,166.3,0.873685,0.0,0.25,0.25,0.25,0.0,82.83,88.6,83.28,20.61,0.055,7.149,5.757,0.478,2.861,0.0,0.0,2.835,1.636,0.5514,0.00034,0.9,104.011929,93.610736
61_1,58_1_2_0_res,1,0.165,83.2,0.873685,0.25,0.0,0.0,0.25,95.73,0.0,0.0,93.92,20.3,0.053,4.412,2.324,0.478,2.861,0.0,0.0,2.835,1.636,0.5514,0.00034,0.9,133.143085,119.828776
61_1,58_1_2_1_res,1,0.165,83.2,0.873685,0.25,0.25,0.0,0.0,96.08,94.08,0.0,0.0,21.68,0.033,10.73,3.431,0.478,2.861,0.0,0.0,2.835,1.636,0.5514,0.00034,0.9,152.670777,137.4037
61_1,58_1_2_2_res,1,0.165,166.3,0.572288,0.0,0.25,0.25,0.25,0.0,93.92,96.11,94.08,21.09,0.017,5.112,3.735,0.478,2.861,0.0,0.0,2.835,1.636,0.5514,0.00034,0.9,88.058342,79.252508
61_1,58_1_3_0_res,2,0.498,83.2,0.873685,0.25,0.0,0.0,0.25,100.0,0.0,0.0,100.0,21.29,0.017,7.503,5.378,0.478,2.861,0.448,0.0,2.835,1.636,0.5514,0.00034,0.9,212.504602,191.254142
61_1,58_1_3_1_res,2,0.498,83.2,0.873685,0.25,0.25,0.0,0.0,100.0,100.0,0.0,0.0,23.43,0.017,8.356,3.063,0.478,2.861,0.448,0.0,2.835,1.636,0.5514,0.00034,0.9,231.374009,208.236608
61_1,58_1_3_2_res,2,0.498,166.3,0.572288,0.0,0.25,0.25,0.25,0.0,100.0,100.0,100.0,20.02,0.017,11.234,2.022,0.478,2.861,0.448,0.0,2.835,1.636,0.5514,0.00034,0.9,208.406923,187.566231
